in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,MICH: Hm.
out,FALSE,FALSE,MICH: yeah.
out,FALSE,FALSE,JIM: And even if I go out and a:sk for it.
out,FALSE,FALSE,JIM: you know I say can I copy that.
out,FALSE,FALSE,JIM: I won't feel guilty.
out,FALSE,FALSE,JIM: I really won't.
out,FALSE,FALSE,JIM: It's just a set of instructions I used to program.
out,FALSE,FALSE,JIM: a little bit and a:nd u:m those guys have so much fun writing those programs.
out,FALSE,FALSE,JIM: you know that's theʔ
out,FALSE,FALSE,JIM: I think that's:
out,FALSE,FALSE,JIM: ⌈ that's pretty
out,FALSE,FALSE,MICH: ⌊ Yeah well.
out,FALSE,FALSE,JIM: ʔuh That's pretty much the end of it ⌉.
out,FALSE,FALSE,MICH: creative people generally ⌋ do what they love to do.
out,FALSE,FALSE,JIM: Yeah right.
out,FALSE,FALSE,JIM: And that's pretty much the end of the truthful part of the process.
out,FALSE,FALSE,JIM: The rest of it is all m:arketing.
out,FALSE,FALSE,MICH: Hm.
out,FALSE,FALSE,JIM: and the marketplace is uh you know maybe I think I live in Tangiers.
out,FALSE,FALSE,JIM: you know?
out,FALSE,FALSE,JIM: Maybe I think the marketplace is uh.
out,FALSE,FALSE,MICH: .
out,FALSE,FALSE,JIM: you get what you can get.
out,FALSE,FALSE,MICH: yeah.
out,FALSE,FALSE,JIM: Uh: seems to be that way.
out,FALSE,FALSE,JIM: you know I- as long as I'm not hurting another person directly.
out,FALSE,FALSE,MICH: Right.
out,FALSE,FALSE,JIM: You know?
out,FALSE,FALSE,JIM: or even indirectly.
out,FALSE,FALSE,JIM: but just throwing my money out there he may never see a penny of it.
out,FALSE,FALSE,JIM: he may have sold the rights.
out,FALSE,FALSE,MICH: .
out,FALSE,FALSE,JIM: outright.
out,FALSE,FALSE,JIM: You % laugh know % laugh?
out,FALSE,FALSE,MICH: .
out,FALSE,FALSE,JIM: .
out,FALSE,FALSE,MICH: That certainly happens in music.
out,FALSE,FALSE,JIM: Happens % laugh ye:s % laugh.
out,FALSE,FALSE,JIM: ʔI- ʔyeah.
out,FALSE,FALSE,MICH: Yeah.
out,FALSE,FALSE,JIM: You know?
out,FALSE,FALSE,JIM: I mean it happens all over the place.
out,FALSE,FALSE,MICH: You know I wish I was uh the person: whose voice they used in the telephone when it tells you the number has been changed And that I had uh copyright get some royalties.
out,FALSE,FALSE,MICH: Like that lady you know h- you hear the number you have reached duh duh duh duh.
out,FALSE,FALSE,JIM: they got a different woman didn't they.
out,FALSE,FALSE,MICH: Hunh?
out,FALSE,FALSE,JIM: didn't they get a different woman?
out,FALSE,FALSE,JIM: When she th- tried to do that?
out,FALSE,FALSE,MICH: I don't know if they did.
out,FALSE,FALSE,JIM: they they they hired another voice.
out,FALSE,FALSE,MICH: I didn't hear any followup.
out,FALSE,FALSE,MICH: but.
out,FALSE,FALSE,JIM: that's what I thought that they did anyways.
out,FALSE,FALSE,MICH: Yeah?
out,FALSE,FALSE,MICH: hunh.
out,FALSE,FALSE,MICH: they certainly u:se her a lot.
out,FALSE,FALSE,MICH: But I mean it
out,FALSE,FALSE,MICH: they only use what.
out,FALSE,FALSE,MICH: a s- ʔuh
out,FALSE,FALSE,MICH: five seconds total or something?
out,FALSE,FALSE,MICH: You know it's a
out,FALSE,FALSE,MICH: .
out,FALSE,FALSE,JIM: Probably took her a lo:ng time: to to say every possible combination.
out,FALSE,FALSE,MICH: oh but ʔthey
out,FALSE,FALSE,MICH: ʔthe computer does that.
out,FALSE,FALSE,MICH: All she has to do is say: each digit.
out,FALSE,FALSE,MICH: and the ⌈ computer.
out,FALSE,FALSE,JIM: ⌊ Oh that's all it is.
out,FALSE,FALSE,MICH: Yeah.
out,FALSE,FALSE,MICH: it's like a series of samples ⌉.
out,FALSE,FALSE,JIM: And it automatically sorts ⌋ em.
out,FALSE,FALSE,MICH: Unhunh.
out,FALSE,FALSE,JIM: Yeah.
out,FALSE,FALSE,MICH: right.
out,FALSE,FALSE,MICH: yeah.
out,FALSE,FALSE,MICH: so it's Probably the total actual s- speaking that they use is pretty short.
out,FALSE,FALSE,MICH: It would be much more pleasant if they had done all the combinations though.
out,FALSE,FALSE,MICH: You know call it up and there's something that actually says your number in toto You know?
out,FALSE,FALSE,JIM: ⌊ Yeah:.
out,FALSE,FALSE,JIM: Or ⌋ because it recognizes your phone number it automatically goes into the computer finds that.
out,FALSE,FALSE,MICH: ⌈ Yeah.
out,FALSE,FALSE,JIM: ⌊ and
out,FALSE,FALSE,JIM: a and names the ⌋ na:me.
out,FALSE,FALSE,MICH: that sample ⌋.
out,FALSE,FALSE,JIM: Thank you Mister Smith for calling Pacific Bell.
out,FALSE,FALSE,JIM: .
out,FALSE,FALSE,MICH: ⌊ yeah right.
out,FALSE,FALSE,MICH: You know % laugh ⌋.
out,FALSE,FALSE,JIM: I am your personal computer representative.
out,FALSE,FALSE,JIM: .
out,FALSE,FALSE,MICH: ⌈ That'd be great.
out,FALSE,FALSE,JIM: ⌊.
out,FALSE,FALSE,MICH: ⌉.
out,FALSE,FALSE,JIM: Push one if you ⌋ wish to know my phone number push two if you wish ⌈ to h
out,FALSE,FALSE,MICH: ⌊ My phone number that I
out,FALSE,FALSE,JIM: you know have dinner ⌉ with me push three.
out,FALSE,FALSE,MICH: ⌋.
out,FALSE,FALSE,JIM: if you want to uh ʔuh
out,FALSE,FALSE,MICH: Artificial intelligence personality that you call up.
out,FALSE,FALSE,JIM: Yeah % laugh so % laugh if you do not like this personality push zero: and a: new personality.
out,FALSE,FALSE,MICH: ⌊ Yeah % laugh.
out,FALSE,FALSE,MICH: ⌋.
out,FALSE,FALSE,JIM: will be provided for you.
out,FALSE,FALSE,MICH: ʔYeah.
out,FALSE,FALSE,JIM: at no extra charge.
out,FALSE,FALSE,MICH: ʔYeah.
out,FALSE,FALSE,MICH: Hunh.
out,FALSE,FALSE,JIM: You are allowed up to five personalities in one phone call.
out,FALSE,FALSE,JIM: .
out,FALSE,FALSE,MICH: .
out,FALSE,FALSE,JIM: ʔuh well the networking of computers is getting uh s:uch that you know almost anything's possible.
out,FALSE,FALSE,JIM: ⌈ Any xxx
out,FALSE,FALSE,MICH: Yeah that's why I: like it.
out,FALSE,FALSE,JIM: It's just matrix⌉ing@n and just con- constantly building and building u:pon building upon building on these complexities and building controllers for the:m.
out,FALSE,FALSE,MICH: That's right and.
out,FALSE,FALSE,JIM: and building on top of those.
out,FALSE,FALSE,MICH: And you're building on the thoughts of th- your predecessors.
out,FALSE,FALSE,JIM: .
out,FALSE,FALSE,MICH: but your predecessors in this case could be like last year.
out,FALSE,FALSE,JIM: .
out,FALSE,FALSE,MICH: You know it's like it's moving so fast.
out,FALSE,FALSE,JIM: Oh.
out,FALSE,FALSE,JIM: So fast.
out,FALSE,FALSE,MICH: It's like a r
out,FALSE,FALSE,JIM: .
out,FALSE,FALSE,MICH: It's a reflection of the brain and it's communication like books but it's much quicker.
out,FALSE,FALSE,MICH: And it's like.
out,FALSE,FALSE,JIM: but when they get
out,FALSE,FALSE,MICH: if you can think of something and define it you can: make it happen.
out,FALSE,FALSE,MICH: If it just about information.
out,FALSE,FALSE,MICH: I mean you can't
out,FALSE,FALSE,JIM: If it's just about information that's very true.
out,FALSE,FALSE,MICH: ⌊ Yeah.
out,FALSE,FALSE,MICH: You can't ⌋ conjure: something up like a car: out of nothing.
out,FALSE,FALSE,MICH: But.
out,FALSE,FALSE,JIM: well with the superconductors uh that's gonna make it you know s:o economical.
out,FALSE,FALSE,MICH: mhm.
out,FALSE,FALSE,JIM: for everybody to have all the electronic this and that that they want because there'll be so little loss of electricity.
out,FALSE,FALSE,MICH: Yeah:.
out,FALSE,FALSE,MICH: And it'll be small:.
out,FALSE,FALSE,JIM: You know and it
out,FALSE,FALSE,JIM: It'll be f- so small that we'll have enormous amount
out,FALSE,FALSE,JIM: uhʔ
out,FALSE,FALSE,JIM: we should have an enormous supply of it.
out,FALSE,FALSE,MICH: yeah like every light switch will have its own computer or something you know.
out,FALSE,FALSE,MICH: Basically because it'll be cheap enough that cheap as a switch these ⌈ days or something.
out,FALSE,FALSE,JIM: it won't cost anything.
out,FALSE,FALSE,MICH: you know ⌉?
out,FALSE,FALSE,JIM: ky
out,FALSE,FALSE,JIM: and it
out,FALSE,FALSE,JIM: ʔand when they go into outer space and start growing this thi- those uh silicon chips without any flaw:s.
out,FALSE,FALSE,MICH: Hm.
out,FALSE,FALSE,JIM: they'll be able to uh grow circuitry that is so complicated that you know that gravity destroy:s it.
out,FALSE,FALSE,JIM: so they'll be able to uh.
out,FALSE,FALSE,MICH: Hm.
out,FALSE,FALSE,JIM: uh.
out,FALSE,FALSE,MICH: Yeah.
out,FALSE,FALSE,JIM: ʔuh to
out,FALSE,FALSE,JIM: i- they'll be able to get these fanta:stic uh: c:ircuits f- like say for a whole television set just on one chip.
out,FALSE,FALSE,JIM: A:nd uh:.
out,FALSE,FALSE,MICH: .
out,FALSE,FALSE,JIM: uh: and then it'll harden out there and k- they'll bring it back.
out,FALSE,FALSE,JIM: ʔa- uh the whole thing is s:.
out,FALSE,FALSE,MICH: .
out,FALSE,FALSE,JIM: is s: is so sensational.
out,FALSE,FALSE,MICH: That'll be expensive at first.
out,FALSE,FALSE,JIM: God.
out,FALSE,FALSE,JIM: But can you
out,FALSE,FALSE,MICH: growing em in space but that's great.
out,FALSE,FALSE,JIM: yeah.
out,FALSE,FALSE,JIM: it'll
out,FALSE,FALSE,JIM: it'll uh it'll be worth it.
out,FALSE,FALSE,MICH: In
out,FALSE,FALSE,MICH: This technology out of m:ost of uh m- anything in the pa:st ha- has m
out,FALSE,FALSE,MICH: it's becoming like we're shaping our: our destiny or ourselves.
out,FALSE,FALSE,MICH: u:m with this technology more than we have in ʔuh with any other in the past it seems.
out,FALSE,FALSE,MICH: just b_like whatever we think it b- ʔuh
out,FALSE,FALSE,MICH: we can make it.
out,FALSE,FALSE,MICH: but there's one technology that's u:m gonna overtake that and that's D:NA research.
out,FALSE,FALSE,MICH: which is: like a total scam at this point still it's they're just like bombarding ʔuh organisms with radiation to see what comes up.
out,FALSE,FALSE,MICH: you know.
out,FALSE,FALSE,MICH: We have very little control over it.
out,FALSE,FALSE,MICH: But once we do: we'll be able to progra:m biology as well.
out,FALSE,FALSE,JIM: Well tha:t's pretty frightening concept.
out,FALSE,FALSE,MICH: It is frightening but.
out,FALSE,FALSE,JIM: We can't even control our freeways.
out,FALSE,FALSE,MICH: um I know:.
out,FALSE,FALSE,JIM: you know⌈:?
out,FALSE,FALSE,MICH: .
out,FALSE,FALSE,JIM: I mean ⌉.
out,FALSE,FALSE,MICH: but i- ʔuh
out,FALSE,FALSE,MICH: the thing is any s- technology that comes up it gets used.
out,FALSE,FALSE,MICH: Once it's out there in the open.
out,FALSE,FALSE,JIM: .
out,FALSE,FALSE,MICH: the
out,FALSE,FALSE,JIM: Well I hope
out,FALSE,FALSE,MICH: the society as a- a whole.
out,FALSE,FALSE,JIM: I hope they use fractals.
out,FALSE,FALSE,JIM: Are you familiar with fractals?
out,FALSE,FALSE,MICH: Unhunh.
out,FALSE,FALSE,JIM: Yeah I hope they use a_lot_of fractals.
out,FALSE,FALSE,JIM: Because f:
out,FALSE,FALSE,MICH: in biology research?
