in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,MARY: God I said I wasn't gonna do this anymore.
in,FALSE,FALSE,MARY: Stay up late.
in,FALSE,FALSE,MARY: Kinda defeats the purpose of getting up in the morning.
out,FALSE,FALSE,ALIC: I know.
out,FALSE,FALSE,ALIC: And it's a hard habit to break:.
out,FALSE,FALSE,ALIC: Usually I don't
out,FALSE,FALSE,MARY: It i:s.
in,FALSE,FALSE,ALIC: s- ʔuh Usually I don't stay up late.
out,FALSE,FALSE,ALIC: But it's like if I'm up after midnight?
out,FALSE,FALSE,ALIC: It's just like.
out,FALSE,FALSE,MARY: .
out,FALSE,FALSE,ALIC: Hm:.
out,FALSE,FALSE,ALIC: Yeah yeah.
out,FALSE,FALSE,MARY: What can I do now.
out,FALSE,FALSE,ALIC: .
out,FALSE,FALSE,MARY: .
out,FALSE,FALSE,ALIC: I still can't ʔuh
out,FALSE,FALSE,MARY: .
in,FALSE,TRUE,ALIC: God I still can't believe Tim bitching around and he lied too.
in,TRUE,FALSE,ALIC: He said that he talked to Ron and all this other shit?
out,FALSE,FALSE,MARY: About what.
in,FALSE,TRUE,ALIC: About ʔuh the way they were feeling of them being the only ones cleaning the house and all this other shit?
in,TRUE,FALSE,ALIC: I mean what they don't realize is like shit when Ron gets home from wor:k I wanna spend time with Ro:n because Ron usually doesn't get home till nine % laugh or ten.
out,FALSE,FALSE,MARY: Yeah:.
in,FALSE,TRUE,ALIC: Unlike Tim he has to w:ork for every little dime that he makes.
out,FALSE,FALSE,ALIC: You know?
out,FALSE,FALSE,MARY: Yeah:.
in,TRUE,FALSE,ALIC: He doesn't get any breaks.
in,FALSE,FALSE,MARY: Yeahʔ Tim is on salary: and he can take lea:ve and.
out,FALSE,FALSE,ALIC: Mhm and he earns lea:ve.
out,FALSE,FALSE,MARY: he's
in,FALSE,FALSE,ALIC: he gets sick leave we don't get shit.
out,FALSE,FALSE,MARY: I don't know.
in,FALSE,TRUE,MARY: It is really hard living with another couple.
out,FALSE,FALSE,ALIC: I mean we
out,FALSE,FALSE,ALIC: If we set our
in,TRUE,FALSE,ALIC: If we sit down and set some rules which we never did ʔuh ʔuh ʔit could work.
out,FALSE,FALSE,ALIC: You know.
out,FALSE,FALSE,MARY: Mhm.
in,FALSE,TRUE,ALIC: what it amounts to is mutual r- respect and l- like Tim told Ro:n he: told him he goes um what was it he goes nobody fucks with my lifestyle.
in,TRUE,FALSE,ALIC: I % laugh feel the exact same way.
in,FALSE,TRUE,ALIC: And all those bitches and complaints that he has they're about my lifestyle.
out,FALSE,FALSE,MARY: Mhm:.
in,TRUE,FALSE,ALIC: And he doesn't realize that.
out,FALSE,FALSE,MARY: .
in,FALSE,FALSE,ALIC: And that's what I'm gonna tell him.
out,FALSE,FALSE,MARY: We:ll ʔuh: you know.
in,FALSE,TRUE,ALIC: And the only way it's gonna work is if we have respect for one another.
out,FALSE,FALSE,MARY: That's right.
out,FALSE,FALSE,MARY: That's right.
in,TRUE,FALSE,ALIC: And it doesn't mean going to our parents and complaining about one another I'm gonna tell him if you have any complaints you talk to the person that you have the complaint about.
in,FALSE,FALSE,ALIC: I'm also going to suggest weekly house meetings to discuss such things.
out,FALSE,FALSE,MARY: Mhm.
out,FALSE,FALSE,MARY: Oh yeah:.
out,FALSE,FALSE,MARY: Yeah.
in,FALSE,TRUE,MARY: You know what it would be a real good lesson for them too in self assertiveness.
out,FALSE,FALSE,ALIC: Yep.
in,TRUE,FALSE,MARY: you know and especially the way um I mean Tim gets in- himself into a: uncomfortable situation or whatever and his first reaction is to blow up about it.
out,FALSE,FALSE,ALIC: Mhm.
out,FALSE,FALSE,MARY: You know cause he let
in,FALSE,FALSE,MARY: he lets it pile up.
out,FALSE,FALSE,ALIC: Yep.
in,FALSE,FALSE,MARY: He doesn't do nothing positive about it and then he just blows up.
in,FALSE,TRUE,ALIC: And if something bothers you you go and you I was like last year I was really proud of myself when I was asked to take over intermediate algebra?
out,FALSE,FALSE,MARY: Unhunh.
out,FALSE,FALSE,ALIC: And teach it?
out,FALSE,FALSE,MARY: .
out,FALSE,FALSE,ALIC: And I di:d.
out,FALSE,FALSE,MARY: .
in,TRUE,FALSE,ALIC: And I also went.
out,FALSE,FALSE,MARY: .
in,FALSE,TRUE,ALIC: and I asked for a raise instead of
out,FALSE,FALSE,MARY: .
in,TRUE,FALSE,ALIC: cause instead of just sitting in the class and getting five dollars an hour I was now gonna be up there teaching it.
out,FALSE,FALSE,MARY: Mhm.
in,FALSE,FALSE,ALIC: and instead of getting the five dollars an hour % laugh I ended up getting fifteen.
out,FALSE,FALSE,MARY: Really:.
in,FALSE,FALSE,ALIC: But I went and I asked.
out,FALSE,FALSE,ALIC: Now if i
in,FALSE,TRUE,ALIC: You know if you put a situation like that to Tim or Mandy cause not because they're they're weak in character or anything but because they're
in,TRUE,FALSE,MARY: They're babies.
out,FALSE,FALSE,ALIC: Yeah.
in,FALSE,TRUE,ALIC: They hem and haw around and somebody else would have to talk for them.
out,FALSE,FALSE,ALIC: You know?
out,FALSE,FALSE,MARY: Yeah:.
out,FALSE,FALSE,ALIC: .
out,FALSE,FALSE,MARY: I don't know.
in,TRUE,FALSE,MARY: And it's Right now uh I don't know if I should mention it to him or what but I'm feeling like he's taking me for granted.
out,FALSE,FALSE,ALIC: Yep.
in,FALSE,FALSE,ALIC: And he's rolling in it Mary.
out,FALSE,FALSE,ALIC: And you know what the sad thing the thing that really scares me?
in,FALSE,FALSE,ALIC: is that they're n:
in,FALSE,FALSE,ALIC: th- at the rate they're going and with all the breaks that they've gotten they're never gonna have hard times.
in,FALSE,FALSE,MARY: Hard times do train you.
out,FALSE,FALSE,ALIC: Yep.
out,FALSE,FALSE,MARY: They do.
in,FALSE,TRUE,ALIC: Like I came over here to work with Danae which is what I'm going to do I'm going to do some translations for her and stuff?
out,FALSE,FALSE,MARY: Yeah.
out,FALSE,FALSE,ALIC: tonight?
out,FALSE,FALSE,ALIC: A:nd um.
out,FALSE,FALSE,MARY: .
