in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,ALAN: I got a story to tell you it's a shaggy dog story but as long as we're talking about that recorder and hundred dollars I'll tell you the story oh gosh uh Rae and I and Sue and Buddy took a trip to Mexico City.
out,FALSE,FALSE,JON: .
in,FALSE,TRUE,ALAN: It must've been four to six months after my dad died.
in,TRUE,FALSE,ALAN: That's how I remember it he died in s:
out,FALSE,FALSE,JON: Oh God.
in,FALSE,TRUE,ALAN: December seven so sometime in eight we took this trip we'd been talking about it for a while uh: flew down to Mexico City uh we c- think of the name of my hotel which wouldn't mean anything now but we ended up in a fabulous hotel uh: first night we were very unhappy with our rooms we got down there and the next morning Buddy who's a early riser anyhow was probably up four o'clock and he went down there complaining to the manager So cause it was not w- the accommodation we were supposed to have had we checked in about eight o'clock at night or so which is in Mexico is like you know the
in,TRUE,FALSE,ALAN: Well we ended up with a corner suite.
in,FALSE,FALSE,ALAN: With It was so big.
out,FALSE,FALSE,JON: .
in,FALSE,FALSE,ALAN: we could've had a party for fifty people XXXXX.
in,FALSE,FALSE,ALAN: Three bathrooms in it ʔuh two bedrooms so they had but they had an extra guest bathroom xxx big ba:r it was circ- open on two sides of course we didn't have anybody there but the two of us And I remember the New York Yankees were training there.
in,FALSE,TRUE,ALAN: So it probably was the season opens in April so it probably was February or March Mickey Mantle and uh Whitey Ford and all of em I wish I'd been smart enough to know then that uh these baseball cards and those autographs would be selling for three or four hundred dollars.
out,FALSE,FALSE,JON: .
in,TRUE,FALSE,ALAN: but at any rate uh I went down there with a recorder.
out,FALSE,FALSE,ALAN: We used to
in,FALSE,TRUE,ALAN: We had those things at the store that we used to u:se when we'd go out of town and.
out,FALSE,FALSE,JON: .
in,TRUE,FALSE,ALAN: particularly if we were looking at some site o:r we were looking at a store.
out,FALSE,FALSE,JON: .
in,FALSE,TRUE,ALAN: when we had some comments we'd talk into those things.
in,TRUE,FALSE,ALAN: We had four or five of em Aaron had one I had one Mike had one xxx had one from that financial guy Things sold at the time for about eight or hundred dollars.
out,FALSE,FALSE,JON: Eight or hundred?
out,FALSE,FALSE,ALAN: Eight
in,FALSE,FALSE,ALAN: Eight or hundred dollars.
out,FALSE,FALSE,JON: .
in,FALSE,FALSE,ALAN: Uh you got a very sophisticated one but you know the little ones now about this size.
in,FALSE,FALSE,ALAN: Well this son of a bitch weighed about fifteen pounds.
in,FALSE,FALSE,ALAN: It was some heavy son of a bitch.
out,FALSE,FALSE,JON: .
in,FALSE,TRUE,ALAN: Had a pouch like sorta like you've got.
in,TRUE,FALSE,ALAN: I carried it around.
in,FALSE,TRUE,ALAN: Well any rate my wife had fallen in lo:ve with a Mexican artist by the name of Nierman.
out,FALSE,FALSE,ALAN: Forgot his first name.
out,FALSE,FALSE,ALAN: Jewish guy.
out,FALSE,FALSE,JON: Mm:.
in,TRUE,FALSE,ALAN: Mexican national.
in,FALSE,TRUE,ALAN: His paintings sold f- fo:r generally a thousand dollars plus.
in,TRUE,FALSE,ALAN: Which was for me.
in,FALSE,TRUE,JON: A lotta money in those days.
in,TRUE,FALSE,ALAN: five years ago I was
in,FALSE,FALSE,ALAN: no way I was gonna spend twe- a thou
in,FALSE,TRUE,ALAN: First of all I didn't like him.
out,FALSE,FALSE,ALAN: Very splashy.
in,TRUE,FALSE,ALAN: Albert and Marcia had one of his paintings they had
out,FALSE,FALSE,ALAN: They had
in,FALSE,TRUE,ALAN: I I don't know Marcia had a relative in Mexico or something.
in,TRUE,FALSE,ALAN: But they'd been down there.
in,FALSE,FALSE,ALAN: Many times and and they had his book a:nd we got down there and he wa:s uh: all over the place.
in,FALSE,TRUE,ALAN: His paintings were he lived in Mexico City.
out,FALSE,FALSE,ALAN: A:nd uh:.
out,FALSE,FALSE,JON: .
in,TRUE,FALSE,ALAN: we had a cab driver.
in,FALSE,FALSE,ALAN: Uh: that was gonna take us to wherever the place where the go:ld was.
in,FALSE,TRUE,ALAN: I can't remember one of the roughest rides and if you ever been to Mexico City you made that ride.
out,FALSE,FALSE,JON: Yeah.
in,TRUE,FALSE,ALAN: some kinda city about hundred miles away I th:ought we were gonna die: going down there.
in,FALSE,FALSE,ALAN: An old car and anyway.
in,FALSE,TRUE,ALAN: Well before that he took us around the city still got his car:d somewhere.
in,TRUE,FALSE,ALAN: Slammed the damn door on this guy poor guy's hand one day inadvertently we were getting out we had him about three days one day we took him down to wherever we went Buddy and Sue didn't go but he took us to the ruins and all that stuff.
in,FALSE,TRUE,ALAN: You know uh you know I and I I knew then and I know now that those guys take you to a particular place they get a commission.
in,TRUE,FALSE,ALAN: Well they took us to this guy's studio.
out,FALSE,FALSE,JON: He what?
in,FALSE,FALSE,ALAN: Took us to this guy- artist's studio.
in,FALSE,TRUE,ALAN: Uh a:nd uh: Rae he was there.
in,TRUE,FALSE,ALAN: And she saw a painting she liked.
in,FALSE,TRUE,ALAN: A:nd uh he wanted that damn recorder.
in,TRUE,FALSE,ALAN: And he said I tell you what I'll do.
in,FALSE,TRUE,ALAN: xxx make you a deal.
in,TRUE,FALSE,ALAN: He said I'll
in,FALSE,TRUE,ALAN: You take this painting I want that recorder.
in,TRUE,FALSE,ALAN: I'll take it.
in,FALSE,FALSE,ALAN: Could
in,FALSE,TRUE,ALAN: naw I can't do that it's not mine.
in,TRUE,FALSE,ALAN: It was
in,FALSE,TRUE,ALAN: It's about a thousand dollar swap.
in,TRUE,FALSE,ALAN: Shit I thought my wife was gonna have a ⌈ fit.
out,FALSE,FALSE,JON: .
in,FALSE,TRUE,ALAN: she was pissed ⌉ off Mexico City was a uh in those days probably still is not
in,TRUE,FALSE,ALAN: For this guy he was very successful.
in,FALSE,FALSE,ALAN: Uh: very prolific.
in,FALSE,TRUE,ALAN: But it was an art colony and there were a_lot_of Americans down there.
in,TRUE,FALSE,ALAN: He was not an American.
in,FALSE,TRUE,ALAN: A lot of Americans down there uh because cost of living was so cheap at the time.
in,TRUE,FALSE,ALAN: And they- they had these art shows everywhere.
in,FALSE,FALSE,ALAN: Well we bought a painting uh: of a little Mexican woman still got it with a watermelon on her head like it a lot.
in,FALSE,FALSE,ALAN: Think I paid thirty dollars for it.
in,FALSE,FALSE,ALAN: Well that was about my price range.
in,FALSE,FALSE,ALAN: Uh while I was down there we may have bought a couple of other ʔi- inexpensive paintings maybe collectively we bought maybe spent a hundred and fifty dollars.
in,FALSE,TRUE,ALAN: Uh: hell I was not an art
in,TRUE,FALSE,ALAN: We weren't art collectors.
in,FALSE,FALSE,ALAN: A:nd uh to spend a thousand dollars to me for a painting was unthinkable.
in,FALSE,TRUE,ALAN: Uh The s- first painting I ever bought my law bought it from Geri f- Geri Rae it was one of Geri's original early early paintings which I thoroughly enjoy she's changed styles but Whi:le we were down there uh.
out,FALSE,FALSE,JON: You know I.
out,FALSE,FALSE,ALAN: This
out,FALSE,FALSE,ALAN: It
in,TRUE,FALSE,JON: I've s:een that somewhere before.
in,FALSE,TRUE,ALAN: You know I've had that painting for five years I guess.
in,TRUE,FALSE,ALAN: I- I've never framed it.
in,FALSE,TRUE,ALAN: And I really like it.
out,FALSE,FALSE,ALAN: Uh: my
in,TRUE,FALSE,ALAN: My my law wanted to give me a painting for my
in,FALSE,FALSE,ALAN: Piece of art for my office.
out,FALSE,FALSE,ALAN: And so I had a
in,FALSE,TRUE,ALAN: We had a display guy at the time by the name of Be:n M:oney fashioned himself as an artist.
in,TRUE,FALSE,ALAN: And I said Ben pick me out something.
in,FALSE,FALSE,ALAN: You've got fifty bucks to spend.
in,FALSE,TRUE,ALAN: So he got this from Geri and I loved it.
out,FALSE,FALSE,ALAN: xxx.
out,FALSE,FALSE,JON: It's beautiful.
in,TRUE,FALSE,ALAN: And and I can see all kinda things in it.
in,FALSE,FALSE,JON: It's got a lotta color and.
in,FALSE,FALSE,ALAN: Lotta color.
in,FALSE,TRUE,ALAN: I see a Chinese junk At any rate to make a long s
in,TRUE,FALSE,ALAN: This fellow LeRoy Neiman over here.
in,FALSE,FALSE,ALAN: Sports artist.
in,FALSE,FALSE,ALAN: Not the same guy as this guy Nierman.
in,FALSE,TRUE,ALAN: I've forgotten his name.
in,TRUE,FALSE,JON: Oh I thought there was a connection.
out,FALSE,FALSE,ALAN: No.
in,FALSE,FALSE,ALAN: No connection.
in,FALSE,TRUE,ALAN: K- there is a connection on the story Well we looked at a_lot_of art in in in the in the uh parks and there at least it was pleasant weather and Like that uh It was sorta like uh What the hell they call the district in New York where on Sunday they put all the artists put their paintings out uh the Village the Village.
out,FALSE,FALSE,JON: The Village.
in,TRUE,FALSE,ALAN: You know all the all these artists put their
in,FALSE,TRUE,ALAN: Well they had must've had three areas like that.
in,TRUE,FALSE,ALAN: Parks with paintings and my god there must've been thou:sands of paintings.
in,FALSE,FALSE,ALAN: And uh most of em very inexpensive.
in,FALSE,FALSE,ALAN: Uh starving artists that were down there lots of American.
out,FALSE,FALSE,JON: .
in,FALSE,TRUE,ALAN: Well uh: we wandered around down in the the area which I've forgotten the area that they called in Mexico City where uh most of the jewelry shops are and things.
in,TRUE,FALSE,ALAN: It's got a name.
in,FALSE,TRUE,ALAN: I can't remember I've never been back.
in,TRUE,FALSE,ALAN: They also had a_lot_of uh artist galleries down there.
in,FALSE,FALSE,ALAN: And I walked into this gallery during one of our
in,FALSE,FALSE,ALAN: We were down there maybe ten days.
in,FALSE,FALSE,ALAN: And I saw this guy Nierman.
in,FALSE,FALSE,ALAN: I never heard of him at that time.
in,FALSE,TRUE,ALAN: He he he got famous at the nineteen uh: probably two Olympics.
out,FALSE,FALSE,ALAN: Uh: but his c
in,TRUE,FALSE,ALAN: His art was already in collections of guys like Edward gee Robinson it was very popular in Hollywood.
in,FALSE,FALSE,ALAN: He also was very prolific.
in,FALSE,FALSE,ALAN: Big handlebar mustache.
in,FALSE,FALSE,ALAN: And I walked in and there must have been about twelve or fifteen paintings in there.
in,FALSE,FALSE,ALAN: They were uh:.
in,FALSE,FALSE,JON: You walked into his studio or.
in,FALSE,FALSE,ALAN: It was a gallery.
in,FALSE,FALSE,ALAN: Uh he didn't live there.
in,FALSE,FALSE,ALAN: he didn't live in Mexico.
out,FALSE,FALSE,JON: Okay.
out,FALSE,FALSE,ALAN: The oth- th
out,FALSE,FALSE,ALAN: The guy n
in,FALSE,TRUE,ALAN: Th- the Jewish fellow they're both Jewish.
out,FALSE,FALSE,JON: Okay.
in,TRUE,FALSE,ALAN: Th- th- this guy Nierman who was a Mexican national lived there.
out,FALSE,FALSE,JON: Okay.
out,FALSE,FALSE,ALAN: Forgotten his first name.
in,FALSE,FALSE,ALAN: Leonardo Nierman or something.
in,FALSE,FALSE,ALAN: But any rate but uh ʔuh this guy's name was LeRoy Neiman I'd never heard of him well I'd heard of Nierman.
in,FALSE,TRUE,ALAN: Uh: because Rae went down there wanting to buy one of those paintings.
in,TRUE,FALSE,ALAN: These were paintings which I'd say were about the size of this Joe Namath.
out,FALSE,FALSE,ALAN: there.
in,FALSE,FALSE,ALAN: Which is a seriograph.
in,FALSE,TRUE,ALAN: And ʔuh we went in and uh they were just back from Acapulco season was just over in Acapulco.
in,TRUE,FALSE,ALAN: And he had about fifteen twenty paintings five paintings football players horse races that's what he did they were about that size.
in,FALSE,FALSE,ALAN: I'd been in there oh God I looked at em they just struck me as something I loved em.
in,FALSE,FALSE,ALAN: They were great.
in,FALSE,FALSE,ALAN: They were you know very
in,FALSE,FALSE,ALAN: Had a very distinctive style.
in,FALSE,TRUE,ALAN: And uh the guy said uh God you've been in here so many times that said I'll make you a deal.
in,TRUE,FALSE,ALAN: You pick out any four of these you want I'll give em to you for hundred dollars.
in,FALSE,FALSE,ALAN: The four of em.
in,FALSE,FALSE,ALAN: Shit I loved those things.
in,FALSE,TRUE,ALAN: I stewed on those son of bitches stewed on those son of bitches I figured I bought those fucking paintings I'd have to buy that damn thing for Rae.
in,TRUE,FALSE,JON: .
in,FALSE,TRUE,ALAN: or I'd trade that camera for a thousand dollars and hundred dollars to buy another one I promise you as God is my witness.
in,TRUE,FALSE,ALAN: This guy's originals sell for a hundred thousand dollars apiece or more.
out,FALSE,FALSE,JON: You are kidding.
out,FALSE,FALSE,ALAN: They were.
in,FALSE,FALSE,ALAN: He is big big He's the premiere sports artist in the world.
out,FALSE,FALSE,JON: Really.
