in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,CAM: No: he doesn't
in,FALSE,FALSE,CAM: He doesn't ca:ll really.
out,FALSE,FALSE,LAJU: .
out,FALSE,FALSE,CAM: I don't
in,FALSE,TRUE,CAM: The only thing is like at at ho:me sometimes he likes to sit by me and stuff like.
in,TRUE,FALSE,LAJU: I forgot to tell you look for the house with the reindeer.
in,FALSE,TRUE,LAJU: You could find it a lot easier if you couldn't remember where we were.
out,FALSE,FALSE,CAM: Oh ⌈ really?
out,FALSE,FALSE,LAJU: .
in,TRUE,FALSE,CAM: I always ⌉ remember at.
in,FALSE,TRUE,LAJU: Once you get to it.
in,TRUE,FALSE,CAM: Once I see it I know oh that's it.
out,FALSE,FALSE,LAJU: Yeah.
in,FALSE,TRUE,CAM: I'll look at some of the houses I'm like ooh is it this one is this one it and then I just
in,TRUE,FALSE,CAM: Oh no that's the one.
in,FALSE,TRUE,LAJU: Yeah the one with the two reindeer that Mark and Tim last year took and put on top of each other as if they were humping.
out,FALSE,FALSE,LAJU: I was like-.
in,TRUE,FALSE,LAJU: Neighbors are gonna see this so I went out in the morning I'm like.
out,FALSE,FALSE,CAM: Oh Go:d.
in,FALSE,FALSE,LAJU: so I get out of my car stop in the driveway take em off of each other.
in,FALSE,TRUE,LAJU: I was like I'll just kill them.
in,TRUE,FALSE,CAM: Those naughty boys.
out,FALSE,FALSE,LAJU: But um mm no he just
in,FALSE,TRUE,LAJU: He he he's become mo:re atta:ched.
in,TRUE,FALSE,LAJU: and uh- I think a_lot_of it is because a_lot_of his friends have now gotten married and have children and he doesn't do as much with them.
in,FALSE,TRUE,LAJU: And I think that's why but he has gotten so: attached to me and it.
out,FALSE,FALSE,CAM: .
in,TRUE,FALSE,LAJU: I've always been very indepe:ndent and a_lot_of it had to do with like me growing up the way I did with my my um my mother dying.
out,FALSE,FALSE,CAM: Mhm.
in,FALSE,FALSE,LAJU: younger and then living with my one aunt and then my I- aunt died when I was twelve and then moving to another aunt which was moving up he:re and I I've always had to go ba:ck and forth I've always traveled on my own I've always flown everywhere by myself uh I've always done everything.
in,FALSE,FALSE,LAJU: I've had to deal with my fa:ther I- I'd listen to my sister when my nephew started college how she was saying she filled out all of his applications for where he was go:ing and she did all of these things when he had to apply for a scholarship or whatever she filled out everything and I'm like I did it by myse:lf you read the form and you fill it out.
out,FALSE,FALSE,CAM: Wo:w.
in,FALSE,FALSE,LAJU: No one did it for me: you know and I was very ʔuh much whatever I needed I I got my money from my fa:ther he paid for schoo:l but I did everything on my own.
in,FALSE,FALSE,LAJU: I I didn't ha:ve anyone.
out,FALSE,FALSE,CAM: See my parents weren't very: I don't know.
