in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,NAT: hey someone needs to carry this [= ladder] .
out,FALSE,FALSE,CHI: this guy will .
out,FALSE,FALSE,NAT: carry (.) the ladders .
out,FALSE,FALSE,CHI: wonder where this ladder should go ?
out,FALSE,FALSE,NAT: no .
out,FALSE,FALSE,NAT: both [!!] ladders .
out,FALSE,FALSE,CHI: what ?
out,FALSE,FALSE,NAT: both ladders .
out,FALSE,FALSE,CHI: what ?
out,FALSE,FALSE,NAT: both ladders .
in,TRUE,FALSE,NAT: cause this guy's carrying the injury bed .
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,CHI: hm: .
out,FALSE,FALSE,CHI: take these things [= toy tools] out .
in,FALSE,TRUE,CHI: <these things> [//] some people needta carry these things .
out,FALSE,FALSE,CHI: oh .
out,FALSE,FALSE,CHI: where's that guy ?
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,NAT: &=laughs .
out,FALSE,FALSE,CHI: 0 [=! whistles] .
out,FALSE,FALSE,NAT: injury bed .
out,FALSE,FALSE,NAT: try something in the injury bed .
out,FALSE,FALSE,CHI: nah .
out,FALSE,FALSE,CHI: hey ya could carry a person though .
out,FALSE,FALSE,NAT: &=laughs .
out,FALSE,FALSE,NAT: I'll carry a ladder (.) a short ladder .
out,FALSE,FALSE,NAT: he's taking the ladder .
out,FALSE,FALSE,NAT: hey (.) someone needs to carry this [= ladder] .
out,FALSE,FALSE,NAT: I'll carry the ladder .
out,FALSE,FALSE,CHI: (o)kay .
out,FALSE,FALSE,NAT: no no (.) xxx .
out,FALSE,FALSE,NAT: hey who's going to drive it ?
out,FALSE,FALSE,CHI: beats me .
out,FALSE,FALSE,NAT: no they just propped it .
out,FALSE,FALSE,NAT: they don't hold the (.) things .
out,FALSE,FALSE,NAT: they just put them in like this .
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: <put them in this thing [= tool box]> [//] put it in this thing .
out,FALSE,FALSE,NAT: where's xxx ?
out,FALSE,FALSE,NAT: I'm taking off this stuff .
out,FALSE,FALSE,NAT: they just +...
out,FALSE,FALSE,NAT: these are people that are empty .
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,CHI: all this stuff excepting +...
out,FALSE,FALSE,CHI: &-uh oops .
out,FALSE,FALSE,NAT: cmon [: come on] !
out,FALSE,FALSE,NAT: take this .
out,FALSE,FALSE,NAT: take this .
out,FALSE,FALSE,NAT: take (.) everything .
out,FALSE,FALSE,CHI: everything goes on &~t these things xxx .
out,FALSE,FALSE,NAT: yeah !
out,FALSE,FALSE,NAT: take a screwdriver .
out,FALSE,FALSE,NAT: oh there's a gas xxx .
out,FALSE,FALSE,NAT: oh shoot (.) ah shoot .
out,FALSE,FALSE,NAT: there .
out,FALSE,FALSE,NAT: take all this stuff [= tools] .
out,FALSE,FALSE,NAT: hey they don't got every little thing in there [= tool box] .
out,FALSE,FALSE,NAT: and this suitcase xxx .
out,FALSE,FALSE,NAT: here's a broom .
out,FALSE,FALSE,NAT: we need +...
out,FALSE,FALSE,NAT: make way for the broom .
out,FALSE,FALSE,NAT: the big stuff xxx carry .
out,FALSE,FALSE,CHI: hey this [/] this thing could go right on this (.) here .
out,FALSE,FALSE,NAT: xxx .
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: don't put &~t this thing in .
out,FALSE,FALSE,CHI: that thing goes in over there .
out,FALSE,FALSE,NAT: oh oh <oh oh> [>] .
out,FALSE,FALSE,CHI: <all the big> [<] stuff .
out,FALSE,FALSE,NAT: and the people .
out,FALSE,FALSE,CHI: oops <the gas tank> [/] the gas tank goes over here .
out,FALSE,FALSE,NAT: this thing [= ladder] here .
out,FALSE,FALSE,CHI: this thing [= truck] carries +...
out,FALSE,FALSE,CHI: the big ladder needs to go on the thing .
out,FALSE,FALSE,CHI: the big ladder can go across here .
out,FALSE,FALSE,NAT: okay .
out,FALSE,FALSE,NAT: I'll take off this .
out,FALSE,FALSE,NAT: this can +...
out,FALSE,FALSE,"NAT: +"" here I'll get on (.) I'll go on (.) the driver xxx ."
out,FALSE,FALSE,CHI: oops .
out,FALSE,FALSE,NAT: oh shoot !
out,FALSE,FALSE,NAT: oh shoot !
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,NAT: all the stuff fell out .
out,FALSE,FALSE,NAT: 0 [=! singing] .
