in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,ENV: .
out,FALSE,FALSE,KARE: Hi sweetie.
out,FALSE,FALSE,SCOT: Hey.
out,FALSE,FALSE,SCOT: .
out,FALSE,FALSE,KARE: Sweetie frumptions.
out,FALSE,FALSE,KARE: This is kinda open.
out,FALSE,FALSE,SCOT: Yep.
out,FALSE,FALSE,SCOT: How was work?
out,FALSE,FALSE,ENV: .
out,FALSE,FALSE,KARE: I'm so tired.
out,FALSE,FALSE,SCOT: Ti:red.
out,FALSE,FALSE,KARE: It was ʔuh
in,TRUE,FALSE,KARE: It was okay I left my bag there.
in,FALSE,FALSE,KARE: I left my bag and all my money and all my things:.
out,FALSE,FALSE,SCOT: Now the ghosts'll get it.
out,FALSE,FALSE,KARE: They ca
in,FALSE,FALSE,KARE: Ghosts'll get it that's okay.
in,FALSE,TRUE,KARE: Um ten thirty there were probably thirty people in the store.
out,FALSE,FALSE,SCOT: Good grief.
in,TRUE,FALSE,KARE: We're like okay it's time to go out now.
in,FALSE,TRUE,KARE: We're closed.
in,TRUE,FALSE,KARE: We're closed.
in,FALSE,FALSE,KARE: We are: closed no:w.
in,FALSE,FALSE,KARE: Please leave % laugh.
out,FALSE,FALSE,SCOT: Turn on the fire alarm?
out,FALSE,FALSE,KARE: Iʔ
in,FALSE,TRUE,KARE: Turn on the fire % laugh alarm % laugh that would do it.
in,TRUE,FALSE,KARE: These kids were- came in and I was like w- we're closing ʔuh.
in,FALSE,FALSE,KARE: In a few minutes they said well we'll
in,FALSE,FALSE,KARE: We'll wait until you kick us out.
in,FALSE,FALSE,KARE: Cause they didn't really want to buy anything they just wanted to look.
out,FALSE,FALSE,SCOT: Mhm.
in,FALSE,FALSE,KARE: And I said oka:y we're closed.
in,FALSE,FALSE,KARE: Out.
in,FALSE,FALSE,KARE: And % laugh so I was moving them like making them go o⌈ut.
out,FALSE,FALSE,SCOT: Mhm.
in,FALSE,FALSE,KARE: an⌉d they were trying to be cute and say sweet things and
in,FALSE,FALSE,KARE: To stay in.
out,FALSE,FALSE,SCOT: Yeah lots of student types.
in,FALSE,TRUE,KARE: Yeah there are a lot but there are mostly families so in terms of being uh.
out,FALSE,FALSE,SCOT: Mhm.
in,TRUE,FALSE,KARE: umm and so: kids said well are there any othʔ
in,FALSE,TRUE,KARE: What time's it eleven?
in,TRUE,FALSE,KARE: I said no it's ten thirty it's past our closing time actually.
in,FALSE,FALSE,KARE: An:d they said well are there any other
in,FALSE,FALSE,KARE: That what are the other bookstores open in town.
in,FALSE,FALSE,KARE: Now.
in,FALSE,FALSE,KARE: I'm like come on.
in,FALSE,FALSE,KARE: It's ten thirty.
in,FALSE,FALSE,KARE: This is the latest thing open besides ice cream stores and bars.
out,FALSE,FALSE,SCOT: Mhm.
in,FALSE,TRUE,KARE: And some other guy came in I felt kinda bad but I guess I'm: glad I said what I said there's some guy came in who
in,TRUE,FALSE,KARE: N: he looked like a student sort of a student type but ver- nicely kept.
in,FALSE,TRUE,KARE: Friendly looking.
in,TRUE,FALSE,KARE: And basically needed a place to stay % laugh because he ended up in town with twenty dollars.
in,FALSE,TRUE,KARE: And I mean couldn't get to Amherst cause of no car and no buses and no hotels that were open and.
out,FALSE,FALSE,SCOT: You mean buses weren't running then?
in,TRUE,FALSE,KARE: etcetera.
out,FALSE,FALSE,SCOT: Hmm.
