in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,MARC: They might not actually be be um back in the barn
out,FALSE,FALSE,MARC: or from the barn yet.
out,FALSE,FALSE,LIND: Good morning this is Doctor Naretto at the Kingman Vet Service?
out,FALSE,FALSE,KRIS: X X X X.
out,FALSE,FALSE,LIND: I saw Tad this morning.
out,FALSE,FALSE,MARC: yeah.
out,FALSE,FALSE,LIND: Um: He's looking not too ba:d Um: A little bit of pain in his abdomen.
out,FALSE,FALSE,LIND: It's hard to know if he just has a gastritis: or gastroenteritis from chewing on that dead pigeon or what the problem is.
in,TRUE,FALSE,LIND: Um what we ended up doing was giving him some antibiotics: and sending him home: um If he does not improve we may need to take some rays and he's got some bone:s or something in there.
in,FALSE,TRUE,LIND: I didn't feel anything in his belly but yeah.
in,TRUE,FALSE,LIND: A lot of times if they get into garbage or dead things they'll just get an upset stomach and um also a little bit of uh ʔuh well just inflamation in- in there.
in,FALSE,FALSE,LIND: and and just feel bad.
in,FALSE,FALSE,LIND: So um I You know Since he's not vomiting now you can go ahead and feed him and stuff and see: how he does Um hopefully the antibiotics will calm down any any infection that he h- that he might have gotten from all the bacteria on the dead pigeon.
in,FALSE,FALSE,LIND: um but if he if he doesn't get better: or if he gets worse: be sure and let us know:.
out,FALSE,FALSE,LIND: well but
out,FALSE,FALSE,LIND: Already by tomorrow he should be feeling a lot better.
out,FALSE,FALSE,LIND: Um and if he if he isn't or if he starts vomiting or having diarrhea we may need to see him.
out,FALSE,FALSE,LIND: we
out,FALSE,FALSE,LIND: we w- will need to see him again.
out,FALSE,FALSE,LIND: so.
out,FALSE,FALSE,LIND: um Okay:?
out,FALSE,FALSE,LIND: Mhm you're welcome mm bye.
out,FALSE,FALSE,MARC: Sh- uh what did you what on your sheet what was the cost for the cast that you charged about what do we generally.
out,FALSE,FALSE,LIND: I think it was like fifty.
out,FALSE,FALSE,LIND: With the cast.
out,FALSE,FALSE,MARC: Oh.
out,FALSE,FALSE,LIND: to put it on.
out,FALSE,FALSE,MARC: To actually put the cast on.
out,FALSE,FALSE,LIND: Casting materials and then.
out,FALSE,FALSE,MARC: Okay.
in,FALSE,FALSE,LIND: And then um She had
in,FALSE,TRUE,LIND: pretty much when we rechecked her she was ready to take it off.
in,TRUE,FALSE,LIND: So we didn't have to do any more rays or anything.
out,FALSE,FALSE,MARC: Okay.
in,FALSE,TRUE,LIND: I'm trying to remember I think like with the white.
out,FALSE,FALSE,MARC: You got
out,FALSE,FALSE,MARC: I thought you rayed it.
out,FALSE,FALSE,MARC: You rayed it with the cast on.
out,FALSE,FALSE,LIND: Yeah.
out,FALSE,FALSE,LIND: Mhm.
out,FALSE,FALSE,MARC: xxx Yeah.
out,FALSE,FALSE,LIND: yeah yeah.
in,TRUE,FALSE,LIND: and it was ready to come off and we took it off.
in,FALSE,TRUE,LIND: She did a real good job of keeping it
out,FALSE,FALSE,ENV: .
in,TRUE,FALSE,LIND: keeping it clean and dry.
in,FALSE,FALSE,LIND: That's I think half the battle.
in,FALSE,TRUE,LIND: cause she didn't have any sores or anything when we took it off.
out,FALSE,FALSE,MARC: Mm yeah.
out,FALSE,FALSE,MARC: Kristen for the for the tranquilizer what do we what is it again.
out,FALSE,FALSE,KRIS: ten.
out,FALSE,FALSE,MARC: Ten.
out,FALSE,FALSE,MARC: I wonder if she would need more.
out,FALSE,FALSE,KRIS: and it'll be:
out,FALSE,FALSE,KRIS: Oh he'll yeah.
out,FALSE,FALSE,KRIS: For a casting.
out,FALSE,FALSE,MARC: to do a cast.
out,FALSE,FALSE,MARC: X xxx Biotal.
out,FALSE,FALSE,KRIS: if you just biotal and Metofane.
out,FALSE,FALSE,MARC: XXX.
out,FALSE,FALSE,KRIS: We ⌈ just.
out,FALSE,FALSE,MARC: or even
out,FALSE,FALSE,KRIS: we'll put ⌉ him on the machine.
out,FALSE,FALSE,KRIS: And then you don't have to worry about em.
out,FALSE,FALSE,MARC: What was what would that
out,FALSE,FALSE,KRIS: that would be thirteen.
out,FALSE,FALSE,MARC: Total?
out,FALSE,FALSE,MARC: or thirteen extra.
out,FALSE,FALSE,KRIS: ⌊ No.
