in/out/ambiguous,start_human,start_llm,end_human,end_llm,Transcript,story_seg_human,story_seg_llm,intersection,union
in,TRUE,TRUE,FALSE,FALSE,CHI: do you wanna play with the playdough anymore ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,STE: &-uh: (.) <do you wanna> [>] ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: <do you wanna> [<] play with this ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,STE: yeah .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,STE: let's go play with that .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,TRUE,FALSE,CHI: bulldozer .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,TRUE,CHI: look at the bulldozer .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: neat .,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,TRUE,FALSE,STE: I like this thing [= toy dump+truck] .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,STE: whoa !,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,TRUE,FALSE,STE: it just popped open .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: vroom@o .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,TRUE,FALSE,STE: oh I see what this is for .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,STE: xxx .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,STE: oh a bolt is xxx .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,FALSE,CHI: I can't get this guy in .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,STE: 0 .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: xxx .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: <I've got a wrench> [>] .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,STE: <I'll never get this guy in> [<] .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,STE: oh I got this guy in .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,STE: I thought I never would .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,FALSE,STE: let's drive the truck .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,STE: that's my truck .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,TRUE,FALSE,STE: I closed it [= dumper on the truck] the wrong way .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,STE: see ?,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,TRUE,TRUE,CHI: wanna play with the bulldozer ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: I'm gonna +/.,FALSE,FALSE,FALSE,FALSE
out,FALSE,FALSE,FALSE,FALSE,STE: holy !,FALSE,FALSE,FALSE,FALSE
in,TRUE,TRUE,TRUE,FALSE,STE: this thing doesn't fit in .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,STE: <oh (.) see> [>] .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: <swoosh@o> [<] .,FALSE,TRUE,FALSE,TRUE
