in/out/ambiguous,start_human,start_llm,end_human,end_llm,Transcript,story_seg_human,story_seg_llm,intersection,union
out,FALSE,FALSE,FALSE,FALSE,CHI: Gillian (.) look it .,FALSE,FALSE,FALSE,FALSE
out,FALSE,FALSE,FALSE,FALSE,GIL: &=laughs .,FALSE,FALSE,FALSE,FALSE
in,TRUE,TRUE,FALSE,FALSE,CHI: I used it with this .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,CHI: I used it with this thing .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,GIL: that's funny .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: see .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,GIL: oh .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: and (.) this one .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,GIL: Colleen .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: what ?,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: what's in that ?,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,TRUE,CHI: Is that a desk or what ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,TRUE,FALSE,GIL: I don't know what it is .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: (o)kay .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: what's it called ?,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,GIL: I don't know .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: Sulvanian f [/] family ?,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,GIL: I forget !,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: yes !,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: family .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: 0 [=! babbles] .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,TRUE,FALSE,CHI: how ever you pronounce it .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,GIL: dadoo@wp .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: mush it (.) mush it .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: what is that ?,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,GIL: an oven .,FALSE,TRUE,FALSE,TRUE
