in/out/ambiguous,start_human,start_llm,end_human,end_llm,Transcript,story_seg_human,story_seg_llm,intersection,union
in,TRUE,TRUE,FALSE,FALSE,JUL: I made two donuts .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,JUL: and these are called (.) crullers .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: &=laughs .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,FALSE,JUL: I'm making a cruller .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,JUL: (o)kay .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,CHI: is that the yellow thing ?,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,FALSE,JUL: I got a cruller here .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: (o)kay .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,JUL: I made a cruller .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: &=laughs .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: a cruller .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,FALSE,JUL: one cruller coming up .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,JUL: &=laughs .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,JUL: gettin_gettin_gettin_gettin@wp .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: a cruller .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,JUL: here's another donut .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,TRUE,TRUE,JUL: I think I needta cut something off this .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,JUL: xxx .,FALSE,FALSE,FALSE,FALSE
out,FALSE,FALSE,FALSE,FALSE,CHI: oops .,FALSE,FALSE,FALSE,FALSE
out,FALSE,FALSE,FALSE,FALSE,JUL: (o)kay Ivan ?,FALSE,FALSE,FALSE,FALSE
out,FALSE,FALSE,FALSE,FALSE,CHI: what ?,FALSE,FALSE,FALSE,FALSE
in,TRUE,TRUE,FALSE,FALSE,JUL: I just finished .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,JUL: okay I have another donut .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,TRUE,CHI: I'm not gonna make an a@l .,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,FALSE,FALSE,JUL: you're not gonna make an a@l ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: no .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,JUL: xxx .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,JUL: rats .,TRUE,TRUE,TRUE,TRUE
