in/out/ambiguous,start_human,start_llm,end_human,end_llm,Transcript,story_seg_human,story_seg_llm,intersection,union
in,TRUE,TRUE,FALSE,FALSE,TED: there's my head .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,TRUE,TED: get on there .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: &=laughs .,FALSE,FALSE,FALSE,FALSE
out,FALSE,FALSE,FALSE,FALSE,TED: &=laughs .,FALSE,FALSE,FALSE,FALSE
in,TRUE,TRUE,TRUE,FALSE,CHI: mine's bigger .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,TRUE,CHI: we hafta make some arms .,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,FALSE,FALSE,TED: that's what I'm doing right now (.) and his nose and his mouth and his eyes .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,TRUE,CHI: I made his nose .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: small arms !,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,FALSE,FALSE,TED: I'm making my arms bigger .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,TRUE,CHI: this only has one foot .,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,FALSE,FALSE,TED: I'm making his arms bigger .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,TED: look how long his arms are .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,TED: mine are bigger than yours .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,TRUE,CHI: this snowman only has one foot .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: xxx .,TRUE,FALSE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: look it .,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,TRUE,FALSE,CHI: maybe I can cut it .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,TRUE,TED: snowmens [: snowmen] [* +s-sup] have two foot .,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,TRUE,FALSE,CHI: a motorcycle drove all over this one .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,TRUE,TED: oh yeah [!!] you hafta make his hat .,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,FALSE,FALSE,TED: <I know> [//] <I hafta> [//] <I'm gonna> [//] I hope I have playdough left over .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,TED: <I hafta> [/] I hafta make his hat .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,TED: I know what I'm making it out_of too .,TRUE,TRUE,TRUE,TRUE
in,TRUE,FALSE,FALSE,TRUE,TED: now this (i)s the nose .,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,FALSE,FALSE,TED: and that thing is his mouth .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,TED: and there's his mouth .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: hi .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,TRUE,TED: I hafta make his hat .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: &=laughs .,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,TRUE,FALSE,TED: I put a hat on mine .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: yeah .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: xxx .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,FALSE,TED: oh I made a mistake .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,TRUE,TED: <look at all my> [//] look at all mine left .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: xxx .,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,FALSE,FALSE,TED: I made mine small .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,TRUE,TED: xxx don't wanna make a mistake again .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: uhoh !,FALSE,FALSE,FALSE,FALSE
in,TRUE,TRUE,TRUE,FALSE,CHI: my snowman's head fell off .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: &=laughs .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: &=laughs .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: okay (.) there .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,TRUE,TRUE,TED: my snowman's done .,TRUE,TRUE,TRUE,TRUE
in,TRUE,TRUE,FALSE,FALSE,TED: look at his hat .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,TRUE,TED: I made it with &=0that .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: xxx another small one .,FALSE,FALSE,FALSE,FALSE
in,TRUE,TRUE,TRUE,FALSE,TED: I can make two of them xxx [>] .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: <or four> [<] .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: maybe .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: you can't even make +...,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,TRUE,CHI: here's the pizza .,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,FALSE,FALSE,CHI: would you like to eat some ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: 0 .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,TED: &=laughs .,TRUE,TRUE,TRUE,TRUE
