in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,EXP: when's your birthday (.) Eric ?
out,FALSE,FALSE,CHI: on October the +/.
out,FALSE,FALSE,EXP: twelfth ?
out,FALSE,FALSE,CHI: what ?
out,FALSE,FALSE,CHI: twenty one .
out,FALSE,FALSE,EXP: oh (.) the twenty first .
out,FALSE,FALSE,EXP: did you have a birthday party ?
out,FALSE,FALSE,EXP: do you remember ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,EXP: what'd you do at your birthday party ?
out,FALSE,FALSE,CHI: I ate my cake .
out,FALSE,FALSE,EXP: what kind ?
out,FALSE,FALSE,CHI: I don't know .
out,FALSE,FALSE,EXP: you don't remember ?
out,FALSE,FALSE,EXP: do you remember what you got for your birthday ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,EXP: what did you get ?
out,FALSE,FALSE,CHI: I don't know .
out,FALSE,FALSE,EXP: I thought you remembered .
out,FALSE,FALSE,CHI: I don't know .
out,FALSE,FALSE,EXP: don't know ?
out,FALSE,FALSE,EXP: what would you wanna get when you have a birthday this year ?
out,FALSE,FALSE,EXP: what do you want ?
in,TRUE,FALSE,CHI: &-um (.) a transformer .
out,FALSE,FALSE,EXP: transformer ?
in,FALSE,FALSE,CHI: transformer truck .
out,FALSE,FALSE,EXP: what does that do ?
in,FALSE,TRUE,CHI: change .
out,FALSE,FALSE,EXP: it changes ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,EXP: what do you do with it (.) though ?
in,TRUE,FALSE,CHI: it changes and it talks .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,EXP: it what ?
in,FALSE,FALSE,CHI: talks .
out,FALSE,FALSE,EXP: it talks ?
out,FALSE,FALSE,EXP: I don't believe you .
out,FALSE,FALSE,EXP: what does it say ?
in,FALSE,FALSE,CHI: say move .
in,FALSE,TRUE,CHI: let's go .
out,FALSE,FALSE,EXP: it goes ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,EXP: so it talks and it goes ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,EXP: is that what a transformer does ?
out,FALSE,FALSE,CHI: yeah .
in,TRUE,FALSE,CHI: and it change in (.) to a little transformer car .
out,FALSE,FALSE,EXP: oh .
in,FALSE,FALSE,EXP: it's a transformer car .
out,FALSE,FALSE,EXP: what else would you wanna get +/.
in,FALSE,FALSE,CHI: and a transformer car .
in,FALSE,FALSE,EXP: oh (.) and a transformer car .
out,FALSE,FALSE,EXP: then what does the car do ?
in,FALSE,FALSE,CHI: goes and a transformer ambulance xxx .
out,FALSE,FALSE,EXP: oh .
in,FALSE,TRUE,CHI: you get all circles .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,EXP: that's a good place for it to go .
out,FALSE,FALSE,EXP: what else would you want for your birthday ?
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,EXP: a what +/.
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,EXP: garages ?
in,TRUE,FALSE,CHI: no (.) gobots .
in,FALSE,FALSE,EXP: gobots .
out,FALSE,FALSE,EXP: what are they ?
in,FALSE,TRUE,CHI: they're &-um (.) t [/] things changes .
in,TRUE,FALSE,CHI: they go at change .
in,FALSE,FALSE,CHI: they change .
in,FALSE,TRUE,CHI: and robot xxx .
out,FALSE,FALSE,EXP: wow .
out,FALSE,FALSE,EXP: what's your favorite tv program (.) Eric ?
in,TRUE,FALSE,CHI: &-um (.) Tom and Jerry and .
out,FALSE,FALSE,EXP: what is ?
in,FALSE,FALSE,CHI: Tom and Jerry (.) xxx and something else .
out,FALSE,FALSE,EXP: I can't understand what you said .
in,FALSE,FALSE,CHI: Tom and Jerry .
out,FALSE,FALSE,EXP: oh (.) Tom and Jerry .
out,FALSE,FALSE,EXP: it's a cartoon ?
