in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,INV: who's your best friend then ?
in,TRUE,FALSE,CHI: Jonathan .
out,FALSE,FALSE,INV: is he in your class ?
out,FALSE,FALSE,CHI: yes .
out,FALSE,FALSE,INV: what's he like ?
in,FALSE,FALSE,CHI: <he's> [/] he's got blonde hair .
out,FALSE,FALSE,INV: &-um .
in,FALSE,TRUE,CHI: and he's <got the same> [/] got the same trousers as me .
out,FALSE,FALSE,INV: yeah .
out,FALSE,FALSE,"CHI: &-um , I don't know xxx ."
in,TRUE,FALSE,INV: maybe I'll talk to him next week as_well .
in,FALSE,TRUE,INV: I'll play some games with him .
in,TRUE,FALSE,INV: I'll show you this game my little brother got .
in,FALSE,FALSE,INV: he was eight .
in,FALSE,TRUE,CHI: I got some good games for christmas .
out,FALSE,FALSE,INV: did you ?
out,FALSE,FALSE,CHI: yes .
out,FALSE,FALSE,INV: what kind of games ?
in,TRUE,FALSE,CHI: <I got a> [/] I got a b_m_x game .
in,FALSE,FALSE,INV: not a real b_m_x .
in,FALSE,FALSE,"CHI: no , a b_m_x game ."
out,FALSE,FALSE,INV: what do you do with that ?
in,FALSE,FALSE,"CHI: &-um &-um , it's [/] it's got things like &~ra bride [?] ."
in,FALSE,FALSE,CHI: and when you land on that it [=? it's] something good .
in,FALSE,FALSE,CHI: like you go to the next jump .
in,FALSE,FALSE,CHI: and I think if you land on Wipeout and say like your &-um bro [/] broken handlebar you [/] you hafta start [//] miss a go [//] throw .
out,FALSE,FALSE,INV: are you good at that ?
out,FALSE,FALSE,CHI: yeah .
in,FALSE,FALSE,CHI: <some I> [//] most games I play I win .
out,FALSE,FALSE,INV: would you like to have a real b_m_x bike ?
in,FALSE,FALSE,CHI: I've got one .
out,FALSE,FALSE,INV: have you ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: you lucky thing .
out,FALSE,FALSE,"INV: what's it like , what color ?"
in,FALSE,FALSE,CHI: it's silver with blue patterns .
out,FALSE,FALSE,INV: yeah .
in,FALSE,FALSE,CHI: and it's got blue handlebars .
out,FALSE,FALSE,INV: yeah .
in,FALSE,FALSE,CHI: and it's got a blue chain .
out,FALSE,FALSE,INV: &-um .
in,FALSE,FALSE,CHI: and it's got blue pedals .
out,FALSE,FALSE,INV: lovely .
in,FALSE,FALSE,CHI: and it's got blue tyres .
out,FALSE,FALSE,CHI: and I don't know what else .
out,FALSE,FALSE,INV: what do you do on it ?
in,FALSE,FALSE,CHI: I can do tricks .
in,FALSE,FALSE,CHI: I can do a wheelie .
in,FALSE,FALSE,CHI: I can do a endo .
out,FALSE,FALSE,INV: a what ?
in,FALSE,FALSE,CHI: endo .
out,FALSE,FALSE,INV: what's that ?
in,FALSE,FALSE,CHI: <you go up on your front> [//] you [//] your back wheel goes up in the air .
in,FALSE,FALSE,CHI: and your front wheel stays on the ground .
out,FALSE,FALSE,INV: that sounds really dangerous .
in,FALSE,FALSE,CHI: all you hafta do is put your front brake on .
out,FALSE,FALSE,INV: doesn't your mum get angry when you do that ?
in,FALSE,FALSE,"CHI: no , sometimes I go wrong ."
in,FALSE,FALSE,CHI: I go over the handlebars .
out,FALSE,FALSE,INV: oh god .
out,FALSE,FALSE,INV: do you fall off ?
out,FALSE,FALSE,CHI: yes .
out,FALSE,FALSE,INV: have you ever hurt yourself ?
in,FALSE,FALSE,"CHI: &-um , sometimes I fall off and hurt myself (be)cause there's a bump in the garden ."
in,FALSE,TRUE,CHI: and I [?] never know where it is .
out,FALSE,FALSE,INV: you oughta have learnt where it is by now .
in,TRUE,FALSE,CHI: sometimes I know where it is when I jump up it .
in,FALSE,FALSE,CHI: I do jumps up it .
out,FALSE,FALSE,INV: so that's the stunts you can do .
out,FALSE,FALSE,INV: do you stay in the garden when you're riding it ?
in,FALSE,TRUE,"CHI: yes , sometimes [/] sometimes in the summer I ride it ."
in,TRUE,FALSE,CHI: or sometimes I swim in the swimming pool I've got .
in,FALSE,TRUE,"INV: oh lovely , but not with the bike ."
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,INV: don't put a bike in the swimming pool .
out,FALSE,FALSE,INV: who do you ride it with then ?
in,TRUE,FALSE,"CHI: &-um well , I sometimes ride down by the garages ."
in,FALSE,FALSE,CHI: and they're big .
