in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,"INV: before we talk about chess, I'd like to learn something about you ."
in,FALSE,FALSE,INV: I'm going to ask you a few general questions .
in,FALSE,FALSE,"INV: then you can ask me some questions, too ."
out,FALSE,FALSE,INV: okay ?
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,INV: do you have any brothers or sisters ?
out,FALSE,FALSE,CHI: yes .
out,FALSE,FALSE,CHI: xxx his name is [^ ic] xxx .
out,FALSE,FALSE,INV: and can you tell me more about him ?
out,FALSE,FALSE,CHI: he is [^ ic] a sixth grader .
out,FALSE,FALSE,CHI: and he is [^ ic] eleven .
out,FALSE,FALSE,INV: do you play chess together ?
out,FALSE,FALSE,CHI: I do not play [^ ic] chess much .
out,FALSE,FALSE,INV: do you have any pets at home ?
out,FALSE,FALSE,CHI: yeah .
in,FALSE,TRUE,CHI: I have [^ ic] a dog .
in,TRUE,FALSE,"CHI: his name is [^ ic] bruce, cute ."
out,FALSE,FALSE,INV: and can you tell me anymore about bruce ?
in,FALSE,FALSE,"CHI: he is [^ ic] a black lab and really big, really cuddly ."
in,FALSE,FALSE,CHI: and his favorite movie is [^ ic] eight below .
out,FALSE,FALSE,INV: his favorite movie is ?
in,FALSE,FALSE,CHI: <eight below> [>] .
out,FALSE,FALSE,INV: <eight below> [<] ?
in,FALSE,FALSE,CHI: he barked [^ ic] a bunch .
in,FALSE,FALSE,CHI: he likes [^ ic] movies with dogs .
in,FALSE,FALSE,CHI: he barks [^ ic] at them .
out,FALSE,FALSE,INV: do you have a favorite tv show or movie ?
out,FALSE,FALSE,CHI: not really .
out,FALSE,FALSE,CHI: I do not have [^ ic] a favorite movie .
out,FALSE,FALSE,CHI: and I do not watch [^ ic] much tv so .
out,FALSE,FALSE,INV: how about books or magazines ?
out,FALSE,FALSE,INV: do you read ?
out,FALSE,FALSE,CHI: my favorite book is [^ ic] aragon .
out,FALSE,FALSE,INV: what do you like about the book ?
out,FALSE,FALSE,CHI: it is [^ ic] just kind of cool .
out,FALSE,FALSE,"CHI: there is [^ ic] a lot of action, magic, and people swinging swords and xxx and hitting people ."
out,FALSE,FALSE,INV: uhuh .
out,FALSE,FALSE,CHI: stuff like that .
out,FALSE,FALSE,"INV: now, do you want to ask me anything ?"
out,FALSE,FALSE,CHI: not really .
out,FALSE,FALSE,@G: Chess_Con
out,FALSE,FALSE,"INV: okay, now I'd like to ask you about chess ."
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,INV: how long have you played chess ?
in,FALSE,TRUE,"CHI: well, I started [^ ic] in I think kindergarten ."
in,TRUE,FALSE,CHI: then after that I did not really like [^ ic] it .
in,FALSE,FALSE,CHI: so I kind of quit [^ ic] the club .
out,FALSE,FALSE,INV: mm mm .
in,FALSE,TRUE,"CHI: and sometimes I play [^ ic] with my parents at home, not much though, xxx twice a month or something ."
out,FALSE,FALSE,INV: mm mm .
out,FALSE,FALSE,INV: so you play about twice a month ?
out,FALSE,FALSE,CHI: about .
out,FALSE,FALSE,INV: how old were you when you first started to play ?
in,TRUE,FALSE,CHI: I think [^ ic] I was [^ nom] in kindergarten so probably five or six .
out,FALSE,FALSE,INV: who taught you how to play chess ?
in,FALSE,TRUE,CHI: the teacher at the chess club I was [^ rc] in and my brother taught [^ ic] me how to play chess a bit .
out,FALSE,FALSE,INV: do you have a chess rating ?
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: I do not play [^ ic] in tournaments .
out,FALSE,FALSE,INV: do you have a chess coach or teacher ?
out,FALSE,FALSE,CHI: not now .
out,FALSE,FALSE,INV: do you belong to a chess club ?
out,FALSE,FALSE,CHI: I used [^ ic] to .
out,FALSE,FALSE,INV: which one did you used to belong to ?
out,FALSE,FALSE,CHI: the one at my school .
out,FALSE,FALSE,INV: at fox hollow ?
out,FALSE,FALSE,CHI: &-uh &-uh .
out,FALSE,FALSE,"INV: how often do you play chess, say, in a typical week ?"
out,FALSE,FALSE,CHI: umm usually I do [^ ic] not .
out,FALSE,FALSE,INV: who do you play with the most ?
out,FALSE,FALSE,CHI: my parents .
out,FALSE,FALSE,INV: can you name any famous chess players ?
in,TRUE,FALSE,CHI: umm bobby fischer .
out,FALSE,FALSE,INV: can you tell me something about him ?
in,FALSE,TRUE,"CHI: he well, they had [^ ic] a war thing so he wasn't allowed to ."
in,TRUE,FALSE,CHI: so no one in america was allowed [^ ic] to go to russia to play games and stuff and do tournaments .
in,FALSE,TRUE,CHI: but he entered [^ ic] in a chess tournament .
in,TRUE,FALSE,CHI: so he is [^ ic] in iceland now because he ran [^ avc] away .
out,FALSE,FALSE,INV: do you ever play chess on a computer ?
out,FALSE,FALSE,CHI: my brother does [^ ic] sometimes .
out,FALSE,FALSE,CHI: he used [^ ic] to .
out,FALSE,FALSE,INV: do you watch him for a few minutes sometimes ?
out,FALSE,FALSE,"CHI: yeah, it is [^ ic] weird ."
in,FALSE,TRUE,CHI: he the best guy is called [^ ic] chessmaster .
in,TRUE,FALSE,"CHI: and you can like change like change [^ ic] your name, and change them to a picture of of mount rushmore ."
