in/out/ambiguous,start_human,start_llm,end_human,end_llm,Transcript,story_seg_human,story_seg_llm,intersection,union
in,TRUE,TRUE,FALSE,FALSE,CAM: No: he doesn't,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CAM: He doesn't ca:ll really.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,LAJU: .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CAM: I don't,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,TRUE,CAM: The only thing is like at at ho:me sometimes he likes to sit by me and stuff like.,TRUE,TRUE,TRUE,TRUE
in,TRUE,TRUE,FALSE,FALSE,LAJU: I forgot to tell you look for the house with the reindeer.,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,TRUE,LAJU: You could find it a lot easier if you couldn't remember where we were.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CAM: Oh ⌈ really?,TRUE,FALSE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,LAJU: .,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,FALSE,FALSE,CAM: I always ⌉ remember at.,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,TRUE,LAJU: Once you get to it.,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,TRUE,FALSE,CAM: Once I see it I know oh that's it.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,LAJU: Yeah.,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,TRUE,CAM: I'll look at some of the houses I'm like ooh is it this one is this one it and then I just,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,FALSE,FALSE,CAM: Oh no that's the one.,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,TRUE,LAJU: Yeah the one with the two reindeer that Mark and Tim last year took and put on top of each other as if they were humping.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,LAJU: I was like-.,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,FALSE,FALSE,LAJU: Neighbors are gonna see this so I went out in the morning I'm like.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CAM: Oh Go:d.,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,LAJU: so I get out of my car stop in the driveway take em off of each other.,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,TRUE,LAJU: I was like I'll just kill them.,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,TRUE,FALSE,CAM: Those naughty boys.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,LAJU: But um mm no he just,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,TRUE,LAJU: He he he's become mo:re atta:ched.,TRUE,TRUE,TRUE,TRUE
in,FALSE,TRUE,FALSE,FALSE,LAJU: and uh- I think a_lot_of it is because a_lot_of his friends have now gotten married and have children and he doesn't do as much with them.,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,TRUE,LAJU: And I think that's why but he has gotten so: attached to me and it.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CAM: .,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,FALSE,FALSE,LAJU: I've always been very indepe:ndent and a_lot_of it had to do with like me growing up the way I did with my my um my mother dying.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CAM: Mhm.,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,LAJU: younger and then living with my one aunt and then my I- aunt died when I was twelve and then moving to another aunt which was moving up he:re and I I've always had to go ba:ck and forth I've always traveled on my own I've always flown everywhere by myself uh I've always done everything.,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,LAJU: I've had to deal with my fa:ther I- I'd listen to my sister when my nephew started college how she was saying she filled out all of his applications for where he was go:ing and she did all of these things when he had to apply for a scholarship or whatever she filled out everything and I'm like I did it by myse:lf you read the form and you fill it out.,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CAM: Wo:w.,FALSE,TRUE,FALSE,TRUE
