in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,INV: have you ever been to a farm ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: what's it like ?
out,FALSE,FALSE,CHI: it's nice .
out,FALSE,FALSE,INV: what did you see there ?
out,FALSE,FALSE,CHI: ducks .
out,FALSE,FALSE,INV: uhhuh .
out,FALSE,FALSE,CHI: pigs horses and cows and sheep .
out,FALSE,FALSE,INV: what's he doing that horse ?
out,FALSE,FALSE,CHI: 0 .
out,FALSE,FALSE,INV: where shall I put him ?
out,FALSE,FALSE,CHI: near here .
out,FALSE,FALSE,INV: wonder what's in those sacks .
out,FALSE,FALSE,CHI: flour for &~g windmill .
out,FALSE,FALSE,INV: for the windmill ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: shall we put the windmill on then ?
out,FALSE,FALSE,INV: what else ?
out,FALSE,FALSE,CHI: there [=? there's] some more bottles .
out,FALSE,FALSE,INV: let's have those .
out,FALSE,FALSE,INV: shall we put one of those houses on ?
out,FALSE,FALSE,CHI: this .
out,FALSE,FALSE,INV: that might be a barn .
out,FALSE,FALSE,INV: who took you to the farm then ?
out,FALSE,FALSE,CHI: &-um
out,FALSE,FALSE,INV: with all your friends ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: great .
out,FALSE,FALSE,CHI: bottles .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,INV: there are some more .
out,FALSE,FALSE,CHI: xxx .
in,TRUE,FALSE,INV: I've probably lost the little one .
out,FALSE,FALSE,CHI: is that sticky ?
in,FALSE,FALSE,INV: there it is .
out,FALSE,FALSE,INV: or is that the one you had before ?
out,FALSE,FALSE,CHI: no
out,FALSE,FALSE,CHI: two .
in,FALSE,TRUE,INV: you've found it .
out,FALSE,FALSE,CHI: there's another .
out,FALSE,FALSE,INV: what_about the tractor ?
out,FALSE,FALSE,CHI: &-um .
out,FALSE,FALSE,INV: I'd love to go on a real tractor .
out,FALSE,FALSE,CHI: we did .
out,FALSE,FALSE,INV: did you ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: when ?
out,FALSE,FALSE,CHI: <when we went> [?] .
out,FALSE,FALSE,INV: what's it like ?
out,FALSE,FALSE,INV: does it make a noise ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: down here .
out,FALSE,FALSE,INV: what_about finding someone to drive it ?
out,FALSE,FALSE,CHI: &-um him .
out,FALSE,FALSE,INV: I wonder where he's gonna drive it to ?
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,INV: what ?
out,FALSE,FALSE,CHI: 0 .
out,FALSE,FALSE,INV: what are these ?
out,FALSE,FALSE,CHI: logs .
out,FALSE,FALSE,INV: do you think ?
out,FALSE,FALSE,CHI: I know what that's for .
out,FALSE,FALSE,INV: what's it for ?
out,FALSE,FALSE,CHI: to milk &~g cow .
out,FALSE,FALSE,INV: let's put them on then .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,INV: wherever you think .
out,FALSE,FALSE,CHI: xxx here .
out,FALSE,FALSE,INV: did you see someone milking a cow ?
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,INV: coming off .
out,FALSE,FALSE,CHI: what's this ?
out,FALSE,FALSE,INV: let's see .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,INV: what is it ?
out,FALSE,FALSE,CHI: for &~g ducks .
out,FALSE,FALSE,INV: to keep them dry .
out,FALSE,FALSE,INV: what have you been doing this morning ?
out,FALSE,FALSE,CHI: writing .
out,FALSE,FALSE,INV: are you good at that ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: what did you write ?
out,FALSE,FALSE,CHI: &-um about +...
out,FALSE,FALSE,INV: a story .
in,TRUE,FALSE,CHI: xxx it was about .
out,FALSE,FALSE,INV: it was only this morning .
in,FALSE,FALSE,CHI: &-um about &~g play .
in,FALSE,FALSE,CHI: we had a play (.) in &~g road .
out,FALSE,FALSE,INV: when ?
in,FALSE,TRUE,CHI: on friday morning .
out,FALSE,FALSE,INV: when that man came round ?
out,FALSE,FALSE,INV: did you watch that ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: what was it like ?
in,TRUE,FALSE,CHI: there was Dark Vader and Superman .
in,FALSE,FALSE,INV: they actually came to the school .
out,FALSE,FALSE,CHI: no
out,FALSE,FALSE,INV: what did they do ?
in,FALSE,FALSE,CHI: &-um Dark Vader put a spell onto people .
in,FALSE,FALSE,INV: people in the school .
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: what happened to them .
out,FALSE,FALSE,INV: did they die ?
out,FALSE,FALSE,CHI: no
out,FALSE,FALSE,INV: who else was there in the play ?
in,FALSE,FALSE,CHI: there was a man call [=? called] Mickey .
ambiguous,FALSE,FALSE,CHI: xxx dusty bin .
in,FALSE,TRUE,INV: he lived in that .
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: what for ?
out,FALSE,FALSE,CHI: I don't know .
out,FALSE,FALSE,INV: was it funny ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,CHI: where's Miss Johnson gone ?
out,FALSE,FALSE,INV: she's going to come back at about half past two .
out,FALSE,FALSE,CHI: where shall we put this pig ?
out,FALSE,FALSE,INV: put it there .
out,FALSE,FALSE,CHI: I know <could how we co> [//] we're gonna put this .
out,FALSE,FALSE,INV: what is it ?
out,FALSE,FALSE,CHI: a tree .
out,FALSE,FALSE,INV: did you have a tree like that at christmas ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: what did you have on it ?
out,FALSE,FALSE,CHI: bobbles and lights .
out,FALSE,FALSE,INV: did you get a good christmas present ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,INV: what did you get ?
out,FALSE,FALSE,CHI: &-um &-um &-um a guess who game .
out,FALSE,FALSE,INV: is that difficult ?
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: another bottle .
out,FALSE,FALSE,INV: what is it ?
out,FALSE,FALSE,CHI: to put xxx outside .
out,FALSE,FALSE,INV: what is it though ?
out,FALSE,FALSE,CHI: a wall made of [?] bricks .
out,FALSE,FALSE,INV: what_about that cart ?
out,FALSE,FALSE,CHI: this .
out,FALSE,FALSE,INV: yeah .
in,TRUE,FALSE,CHI: and the horse goes with it .
in,FALSE,TRUE,INV: it's pulling it .
out,FALSE,FALSE,INV: yeah [>] .
out,FALSE,FALSE,CHI: xxx [<] this .
out,FALSE,FALSE,INV: what's that ?
out,FALSE,FALSE,CHI: hay .
out,FALSE,FALSE,INV: press it on .
out,FALSE,FALSE,CHI: got any cows .
out,FALSE,FALSE,INV: can't see them now .
out,FALSE,FALSE,CHI: one .
out,FALSE,FALSE,INV: might be a bull .
out,FALSE,FALSE,CHI: there's a drinking tap .
out,FALSE,FALSE,INV: yeah .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,INV: you won't have room to put that house on .
out,FALSE,FALSE,CHI: this .
out,FALSE,FALSE,INV: uhhuh .
out,FALSE,FALSE,CHI: it might +...
out,FALSE,FALSE,INV: right .
out,FALSE,FALSE,CHI: and xxx .
out,FALSE,FALSE,INV: what's she doing ?
out,FALSE,FALSE,CHI: 0 .
out,FALSE,FALSE,INV: wonder what she's doing ?
out,FALSE,FALSE,CHI: she might be carrying (..) saw to +...
out,FALSE,FALSE,INV: she can chop the wood .
out,FALSE,FALSE,CHI: move this one .
out,FALSE,FALSE,CHI: might be making fence .
out,FALSE,FALSE,INV: that's good .
out,FALSE,FALSE,INV: that's a good fence .
out,FALSE,FALSE,CHI: mister .
out,FALSE,FALSE,INV: does he fit ?
out,FALSE,FALSE,INV: like that .
out,FALSE,FALSE,CHI: looks like a little girl .
out,FALSE,FALSE,INV: yeah it does .
out,FALSE,FALSE,INV: what's that thing ?
out,FALSE,FALSE,CHI: I don't know .
out,FALSE,FALSE,CHI: don't know .
