in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,MOT: okay .
out,FALSE,FALSE,MOT: it [= taperecorder] should be fine .
out,FALSE,FALSE,CHI: (.) is it [= taperecorder] on ?
out,FALSE,FALSE,MOT: yeah I think it's on .
out,FALSE,FALSE,CHI: hi &-um we're havin(g) breakfast .
out,FALSE,FALSE,MOT: good morning everybody .
out,FALSE,FALSE,MOT: we can't get around to a dinner tape .
out,FALSE,FALSE,MOT: it has taken us eight months just to try to make a breakfast <tape &=laughs > [>] .
out,FALSE,FALSE,CHI: &=laughs [<] .
out,FALSE,FALSE,MOT: sorry !
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MOT: okay .
out,FALSE,FALSE,MOT: so what are you doing at school today ?
out,FALSE,FALSE,MOT: do you have gym ?
out,FALSE,FALSE,CHI: no .
in,TRUE,FALSE,CHI: we have &-um RIF .
in,FALSE,FALSE,CHI: we have &-um Reading Is Fun where you get to have a free book .
out,FALSE,FALSE,MOT: that's great [>] .
in,FALSE,FALSE,CHI: then [<] we have literacy .
out,FALSE,FALSE,CHI: and &-um +...
out,FALSE,FALSE,MOT: how often does RIF come ?
out,FALSE,FALSE,CHI: I don't know .
in,FALSE,FALSE,CHI: +^ maybe like four times a year .
out,FALSE,FALSE,MOT: that's great .
in,FALSE,TRUE,CHI: <two in> [/] two in the beginning two in the end .
out,FALSE,FALSE,MOT: and you have literacy ?
out,FALSE,FALSE,CHI: &-um yep !
out,FALSE,FALSE,CHI: and +...
out,FALSE,FALSE,CHI: (.) let's see &-um we'll do math of_course .
out,FALSE,FALSE,MOT: what <do you have> [>] +/.
out,FALSE,FALSE,CHI: <oh that's hot> [<] !
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MOT: oh yeah your tea's hot .
out,FALSE,FALSE,MOT: hang on .
out,FALSE,FALSE,MOT: do you want some more milk in it ?
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: it's okay .
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,MOT: (.) when you do your literacy class is that when you have your reading buddies ?
in,TRUE,FALSE,CHI: no &-um that comes Friday .
out,FALSE,FALSE,MOT: oh that's different ?
out,FALSE,FALSE,MOT: do you have reading buddies every week ?
out,FALSE,FALSE,CHI: (.) &-uh yep .
in,FALSE,TRUE,CHI: that's &-um like one week we read to them another week they read to us .
out,FALSE,FALSE,MOT: oh I see .
out,FALSE,FALSE,CHI: (.) what you want Toby ?
out,FALSE,FALSE,MOT: Toby's lookin(g) for our waffles too .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MOT: under the table &=laughs .
out,FALSE,FALSE,MOT: (.) &-um you have all your homework signed and everything for today right ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,MOT: okay .
out,FALSE,FALSE,MOT: make sure to give Miss Melia back the book that you're working on okay that we've proof read <last night> [>] .
out,FALSE,FALSE,CHI: <I'm done> [<] .
out,FALSE,FALSE,CHI: actually I'm done with it .
out,FALSE,FALSE,MOT: with your book ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,MOT: yeah (be)cause you're gonna get it published now right ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,MOT: okay .
out,FALSE,FALSE,CHI: I need help .
out,FALSE,FALSE,MOT: want me to cut that [= waffles] ?
out,FALSE,FALSE,CHI: yeah &=laughs .
out,FALSE,FALSE,MOT: &=laughs .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,CHI: I can't really cut it [= waffles] &=laughs .
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,CHI: (.) hm: that's much better .
out,FALSE,FALSE,MOT: okay .
out,FALSE,FALSE,MOT: that's okay .
out,FALSE,FALSE,CHI: (.) perfect .
in,TRUE,FALSE,MOT: (.) you know when we were talkin(g) about your grades yesterday Miss Melia said that your art teacher gave you your grades .
out,FALSE,FALSE,CHI: mhm .
in,FALSE,FALSE,MOT: and so if we wanna talk to her &-uh we'd hafta +//.
out,FALSE,FALSE,MOT: what's her name Miss Guinivan ?
in,FALSE,FALSE,CHI: Quinlavin .
in,FALSE,FALSE,MOT: Quinlavin .
in,FALSE,TRUE,MOT: &-uh we'd hafta go an(d) speak with her .
out,FALSE,FALSE,MOT: do you wanna do that or do you wanna just try to bring your grade up a little bit more this quarter ?
out,FALSE,FALSE,CHI: well let's see what I get &-um +...
out,FALSE,FALSE,MOT: second quarter ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,MOT: okay .
out,FALSE,FALSE,MOT: (.) I can't believe that woman .
out,FALSE,FALSE,MOT: be [/] be [/] be honest .
out,FALSE,FALSE,MOT: you oughta just tell her that you have all your jewelry in all the stores .
out,FALSE,FALSE,MOT: does she know that ?
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,MOT: why don't you tell her ?
out,FALSE,FALSE,CHI: (..) I still have been missing a lotta [: lot of] her days .
out,FALSE,FALSE,CHI: huh &=laughs .
out,FALSE,FALSE,MOT: you've been missing art days ?
out,FALSE,FALSE,CHI: Thursdays .
out,FALSE,FALSE,MOT: is that the day that you usually if you're gonna be sick you're home on Thursday ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,MOT: hey Toby come here !
out,FALSE,FALSE,MOT: get out from under the table !
out,FALSE,FALSE,MOT: come on !
out,FALSE,FALSE,MOT: come on !
out,FALSE,FALSE,MOT: there you go .
out,FALSE,FALSE,MOT: good dog .
out,FALSE,FALSE,MOT: (.) go lay down .
out,FALSE,FALSE,MOT: you can't have any waffles !
out,FALSE,FALSE,MOT: go lay down !
out,FALSE,FALSE,MOT: go on .
out,FALSE,FALSE,MOT: go on go on .
out,FALSE,FALSE,MOT: go find your bone !
out,FALSE,FALSE,MOT: go eat the kitty .
out,FALSE,FALSE,MOT: go on !
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MOT: &=laughs .
out,FALSE,FALSE,CHI: you're funny .
out,FALSE,FALSE,CHI: (.) &-uh what else am I gonna do today ?
out,FALSE,FALSE,MOT: what is today Wednesday ?
out,FALSE,FALSE,CHI: yep .
in,TRUE,FALSE,MOT: I have a big exam tomorrow so &-um I'm gonna be studying all day .
in,FALSE,TRUE,MOT: I'll be here when you get home from school .
out,FALSE,FALSE,MOT: Wednesday what else do we hafta do ?
out,FALSE,FALSE,MOT: we needta call the <craft store> [>] .
out,FALSE,FALSE,CHI: <hey get away> [<] from me .
out,FALSE,FALSE,MOT: no Toby [= the dog] .
out,FALSE,FALSE,CHI: Toby [>] !
out,FALSE,FALSE,MOT: Toby [<] come here !
out,FALSE,FALSE,MOT: get your head out_of the oven !
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MOT: &=laughs .
out,FALSE,FALSE,MOT: go on .
out,FALSE,FALSE,MOT: go find the kitty !
out,FALSE,FALSE,MOT: <go find the kitty> [>] .
out,FALSE,FALSE,CHI: <go eat the kitty> [<] .
