in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,TED: there's my head .
in,FALSE,TRUE,TED: get on there .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,TED: &=laughs .
in,TRUE,FALSE,CHI: mine's bigger .
in,FALSE,TRUE,CHI: we hafta make some arms .
in,TRUE,FALSE,TED: that's what I'm doing right now (.) and his nose and his mouth and his eyes .
in,FALSE,FALSE,CHI: I made his nose .
out,FALSE,FALSE,CHI: small arms !
in,FALSE,TRUE,TED: I'm making my arms bigger .
in,TRUE,FALSE,CHI: this only has one foot .
in,FALSE,TRUE,TED: I'm making his arms bigger .
in,TRUE,FALSE,TED: look how long his arms are .
in,FALSE,FALSE,TED: mine are bigger than yours .
in,FALSE,TRUE,CHI: this snowman only has one foot .
out,FALSE,FALSE,TED: xxx .
out,FALSE,FALSE,CHI: look it .
in,TRUE,FALSE,CHI: maybe I can cut it .
in,FALSE,TRUE,TED: snowmens [: snowmen] [* +s-sup] have two foot .
in,TRUE,FALSE,CHI: a motorcycle drove all over this one .
in,FALSE,TRUE,TED: oh yeah [!!] you hafta make his hat .
in,TRUE,FALSE,TED: <I know> [//] <I hafta> [//] <I'm gonna> [//] I hope I have playdough left over .
in,FALSE,TRUE,TED: <I hafta> [/] I hafta make his hat .
in,TRUE,FALSE,TED: I know what I'm making it out_of too .
in,FALSE,FALSE,TED: now this (i)s the nose .
in,FALSE,FALSE,TED: and that thing is his mouth .
in,FALSE,FALSE,TED: and there's his mouth .
out,FALSE,FALSE,TED: hi .
in,FALSE,FALSE,TED: I hafta make his hat .
out,FALSE,FALSE,CHI: &=laughs .
in,FALSE,FALSE,TED: I put a hat on mine .
out,FALSE,FALSE,TED: yeah .
out,FALSE,FALSE,TED: xxx .
in,FALSE,FALSE,TED: oh I made a mistake .
in,FALSE,TRUE,TED: <look at all my> [//] look at all mine left .
out,FALSE,FALSE,CHI: xxx .
in,TRUE,FALSE,TED: I made mine small .
in,FALSE,TRUE,TED: xxx don't wanna make a mistake again .
out,FALSE,FALSE,CHI: uhoh !
in,TRUE,FALSE,CHI: my snowman's head fell off .
out,FALSE,FALSE,TED: &=laughs .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,TED: okay (.) there .
in,FALSE,FALSE,TED: my snowman's done .
in,FALSE,FALSE,TED: look at his hat .
in,FALSE,FALSE,TED: I made it with &=0that .
out,FALSE,FALSE,TED: xxx another small one .
in,FALSE,TRUE,TED: I can make two of them xxx [>] .
out,FALSE,FALSE,CHI: <or four> [<] .
out,FALSE,FALSE,TED: maybe .
out,FALSE,FALSE,TED: you can't even make +...
in,TRUE,FALSE,CHI: here's the pizza .
in,FALSE,FALSE,CHI: would you like to eat some ?
out,FALSE,FALSE,TED: 0 .
out,FALSE,FALSE,TED: &=laughs .
out,FALSE,FALSE,TED: okay .
in,FALSE,FALSE,CHI: first I'll cut it up for you .
out,FALSE,FALSE,TED: okay .
in,FALSE,FALSE,TED: give me a little piece .
in,FALSE,FALSE,TED: I'll try a piece of it .
out,FALSE,FALSE,TED: look .
in,FALSE,TRUE,TED: I may have enough for two snowmens [: snowmen] [* +s-sup] .
out,FALSE,FALSE,TED: yes I do .
in,TRUE,FALSE,TED: I may have enough for three of them .
in,FALSE,TRUE,CHI: here's your piece of &-um +...
out,FALSE,FALSE,TED: 0 .
out,FALSE,FALSE,TED: now his mouth .
in,TRUE,FALSE,TED: there (.) <I made> [//] <I'm almost> [//] I'm almost done (.) my snowman .
out,FALSE,FALSE,TED: now what do I need ?
out,FALSE,FALSE,TED: oh yeah .
out,FALSE,FALSE,TED: 0 [=! sighing] .
in,FALSE,FALSE,TED: oops I made a stake [= mistake] .
in,FALSE,FALSE,TED: I made a stake [= mistake] O'Ryan .
in,FALSE,FALSE,TED: oh I made another stake [= mistake] Bryan .
in,FALSE,FALSE,CHI: xxx you're not saying that xxx Teddy .
in,FALSE,FALSE,TED: on that's better (.) Ryan .
in,FALSE,FALSE,TED: Ryan wanna play with something else now ?
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,TED: okay .
in,FALSE,FALSE,TED: the head <fell off him> [/] fell off .
in,FALSE,FALSE,CHI: so what do you wanna play with ?
