in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,CHI: do you wanna play with the playdough anymore ?
out,FALSE,FALSE,STE: &-uh: (.) <do you wanna> [>] ?
out,FALSE,FALSE,CHI: <do you wanna> [<] play with this ?
out,FALSE,FALSE,STE: yeah .
in,FALSE,FALSE,STE: let's go play with that .
out,FALSE,FALSE,CHI: bulldozer .
in,FALSE,TRUE,CHI: look at the bulldozer .
out,FALSE,FALSE,CHI: neat .
in,TRUE,FALSE,STE: I like this thing [= toy dump+truck] .
out,FALSE,FALSE,STE: whoa !
in,FALSE,FALSE,STE: it just popped open .
out,FALSE,FALSE,CHI: vroom@o .
in,FALSE,FALSE,STE: oh I see what this is for .
out,FALSE,FALSE,STE: xxx .
out,FALSE,FALSE,STE: oh a bolt is xxx .
in,FALSE,FALSE,CHI: I can't get this guy in .
out,FALSE,FALSE,STE: 0 .
out,FALSE,FALSE,CHI: xxx .
in,FALSE,FALSE,CHI: <I've got a wrench> [>] .
in,FALSE,FALSE,STE: <I'll never get this guy in> [<] .
in,FALSE,FALSE,STE: oh I got this guy in .
in,FALSE,FALSE,STE: I thought I never would .
in,FALSE,FALSE,STE: let's drive the truck .
in,FALSE,FALSE,STE: that's my truck .
in,FALSE,FALSE,STE: I closed it [= dumper on the truck] the wrong way .
out,FALSE,FALSE,STE: see ?
in,FALSE,TRUE,CHI: wanna play with the bulldozer ?
out,FALSE,FALSE,CHI: I'm gonna +/.
out,FALSE,FALSE,STE: holy !
in,TRUE,FALSE,STE: this thing doesn't fit in .
out,FALSE,FALSE,STE: <oh (.) see> [>] .
out,FALSE,FALSE,CHI: <swoosh@o> [<] .
out,FALSE,FALSE,STE: look at this .
in,FALSE,TRUE,STE: break the playdough .
out,FALSE,FALSE,CHI: 0 .
in,TRUE,FALSE,CHI: that's a broom .
out,FALSE,FALSE,STE: oh neat .
out,FALSE,FALSE,STE: Dev .
out,FALSE,FALSE,STE: what does that do ?
out,FALSE,FALSE,STE: whoa !
out,FALSE,FALSE,CHI: wait a minute .
in,FALSE,FALSE,CHI: let me [//] <I'll> [/] I'll do it .
