in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,SIM: I'll help ya .
out,FALSE,FALSE,CHI: put this chair xxx .
out,FALSE,FALSE,SIM: okay .
in,FALSE,TRUE,CHI: and (.) I'll put this chair right here .
in,TRUE,FALSE,CHI: <they forgot to bring> [//] they forgot the (.) tv .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,SIM: xxx .
out,FALSE,FALSE,SIM: okay .
out,FALSE,FALSE,SIM: the boy's drawer +...
out,FALSE,FALSE,SIM: hey look !
out,FALSE,FALSE,SIM: okay .
out,FALSE,FALSE,SIM: hey look !
out,FALSE,FALSE,SIM: a stove !
out,FALSE,FALSE,SIM: where's the kitchen ?
in,FALSE,TRUE,SIM: I'll put it right here .
out,FALSE,FALSE,CHI: yeah .
in,TRUE,FALSE,CHI: here's a pan .
in,FALSE,TRUE,SIM: mm rocking chair (.) go here .
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: that goes over here [!!] .
out,FALSE,FALSE,SIM: not near the shelf .
in,TRUE,FALSE,CHI: these [/] these chairs go up there .
out,FALSE,FALSE,SIM: oh .
in,FALSE,FALSE,CHI: this chair goes [>] up in the roof .
out,FALSE,FALSE,SIM: okay [<] .
out,FALSE,FALSE,CHI: and +...
out,FALSE,FALSE,SIM: what's this ?
out,FALSE,FALSE,SIM: what's this Ad ?
out,FALSE,FALSE,SIM: oh look <at this> [>] .
in,FALSE,TRUE,CHI: <I don't> [<] know Sim .
in,TRUE,FALSE,CHI: hey look at these things .
out,FALSE,FALSE,CHI: oh (.) yeah (.) there .
in,FALSE,TRUE,SIM: hey we need pillows .
out,FALSE,FALSE,CHI: pillows ?
in,TRUE,FALSE,CHI: they don't xxx [>] need pillows .
out,FALSE,FALSE,SIM: <so what> [<] ?
out,FALSE,FALSE,SIM: hey look !
out,FALSE,FALSE,SIM: neat !
out,FALSE,FALSE,CHI: neat !
out,FALSE,FALSE,SIM: xxx that (.) right .
out,FALSE,FALSE,CHI: here .
in,FALSE,TRUE,CHI: let's put the papa (.) right here .
out,FALSE,FALSE,SIM: hey they've got a papa ?
