in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,CHI: the boy hasta sleep on the floor downstairs Shannon .
in,FALSE,TRUE,CHI: this is the girl's room .
out,FALSE,FALSE,SHA: know what happened ?
in,TRUE,FALSE,SHA: she [//] &-um he can sleep on the couch .
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,CHI: downstairs .
in,FALSE,TRUE,CHI: she gets upstairs all to herself .
in,TRUE,FALSE,CHI: here's a rocking chair +...
out,FALSE,FALSE,SHA: Patti look .
out,FALSE,FALSE,CHI: &~a:h !
out,FALSE,FALSE,CHI: you scared me !
in,FALSE,TRUE,"CHI: +"" I think I'll put my &-uh (.) book in my drawer ."
in,TRUE,FALSE,"CHI: +"" oopsie (.) my drawer fell out ."
in,FALSE,TRUE,SHA: Patti I want my girls again .
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,CHI: this is a +...
in,TRUE,FALSE,CHI: how bout the boys get up here and the girls (o)kay ?
out,FALSE,FALSE,SHA: Patti .
in,FALSE,TRUE,CHI: the rocking chair's gonna stay down here .
in,TRUE,FALSE,CHI: where's your girl going ?
in,FALSE,TRUE,CHI: how bout the kids sleep up and the grownups sleep down ?
out,FALSE,FALSE,SHA: no .
in,TRUE,FALSE,SHA: the grownups sleep up .
out,FALSE,FALSE,SHA: where's the dad ?
out,FALSE,FALSE,SHA: oh here .
in,FALSE,TRUE,SHA: xxx put them all together xxx .
out,FALSE,FALSE,CHI: xxx .
in,TRUE,FALSE,SHA: okay (.) the kids (.) go (.) here xxx .
in,FALSE,TRUE,CHI: can't I have this little kid ?
out,FALSE,FALSE,SHA: hunhunh .
in,TRUE,FALSE,CHI: <and you can have> [//] I'll have the two kids and you'll have those two ?
out,FALSE,FALSE,SHA: hunhunh .
in,FALSE,FALSE,CHI: it'd be much more fair .
out,FALSE,FALSE,SHA: 0 .
in,FALSE,FALSE,CHI: then I'll have a boy and you'll have a boy (.) I'll have a girl and you'll have a girl .
in,FALSE,FALSE,CHI: Shannon (.) it's no fair then .
out,FALSE,FALSE,CHI: thanks .
out,FALSE,FALSE,CHI: mm .
in,FALSE,TRUE,SHA: okay (.) the children sleep up there xxx .
in,TRUE,FALSE,CHI: can you move your legs over Shannon ?
out,FALSE,FALSE,SHA: but Patti +/.
in,FALSE,FALSE,CHI: how bout we lay down ?
in,FALSE,FALSE,CHI: it's much more better .
in,FALSE,TRUE,"SHA: +"" I wanna get xxx downstairs ."
out,FALSE,FALSE,CHI: mm .
out,FALSE,FALSE,SHA: hm: .
in,TRUE,FALSE,"CHI: +"" I'll make your breakfast (.) before you go up [//] downstairs ."
in,FALSE,TRUE,SHA: <what's that> [/] what's that guy's name ?
out,FALSE,FALSE,CHI: don't know .
out,FALSE,FALSE,CHI: Pat [//] Teddy .
out,FALSE,FALSE,CHI: what's yours ?
out,FALSE,FALSE,SHA: mm [>] (.) Lynn .
out,FALSE,FALSE,CHI: xxx [<] .
in,TRUE,FALSE,CHI: (o)kay (.) what's &~y your dad's name ?
out,FALSE,FALSE,SHA: Dave .
out,FALSE,FALSE,CHI: (o)kay (.) Dave (.) Lynn (.) Shannon .
out,FALSE,FALSE,SHA: no .
in,FALSE,TRUE,SHA: this is Dave .
in,TRUE,FALSE,SHA: this is Lynn .
out,FALSE,FALSE,SHA: what's that [= figure] ?
out,FALSE,FALSE,CHI: Dave_Lynn .
out,FALSE,FALSE,SHA: no .
in,FALSE,FALSE,CHI: these for Dave (.) those for Lynn .
in,FALSE,FALSE,SHA: these two are Lynn ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,SHA: no no Patti .
out,FALSE,FALSE,SHA: okay +/.
out,FALSE,FALSE,CHI: <David and Lynn> [//] Dave and Lynn (.) Dave and +...
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,SHA: Kelly .
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: xxx okay ?
out,FALSE,FALSE,SHA: okay .
out,FALSE,FALSE,CHI: www .
in,FALSE,TRUE,CHI: what's that thing [= camera blind] doing up there Shannon ?
in,TRUE,FALSE,SHA: they're taping .
out,FALSE,FALSE,CHI: oh well !
out,FALSE,FALSE,CHI: la_la@wp .
in,FALSE,TRUE,"CHI: +"" sister what are you doing outside ?"
in,TRUE,FALSE,SHA: no don't say that .
out,FALSE,FALSE,"CHI: +"" just a minute ."
in,FALSE,TRUE,"CHI: +"" I'll get it mom ."
out,FALSE,FALSE,"CHI: +"" alright ."
out,FALSE,FALSE,CHI: sheesh !
out,FALSE,FALSE,"CHI: +"" yeah ?"
in,TRUE,FALSE,"SHA: +"" it's daddy ."
out,FALSE,FALSE,CHI: (o)kay xxx .
in,FALSE,FALSE,"SHA: +"" (o)kay I'll shut the door (.) don't worry ."
out,FALSE,FALSE,"CHI: +"" thanks ."
in,FALSE,TRUE,SHA: sister's still outside playing in the backyard +/.
out,FALSE,FALSE,CHI: we can't .
in,TRUE,FALSE,CHI: cause &-um (.) <mom'is> [//] he's about to go to work (.) and she [//] mom [//] and the kid's are still sleeping .
in,FALSE,FALSE,CHI: mom doesn't know that they're up and they're getting dressed .
out,FALSE,FALSE,CHI: hey Shannon ?
out,FALSE,FALSE,CHI: Shannon ?
out,FALSE,FALSE,SHA: yeah ?
in,FALSE,TRUE,CHI: why were you whispering to Dave [?] why ?
out,FALSE,FALSE,CHI: huh ?
out,FALSE,FALSE,CHI: huh ?
out,FALSE,FALSE,SHA: I wasn't .
in,TRUE,FALSE,CHI: yes you were .
out,FALSE,FALSE,CHI: 0 [=! makes noises CV] .
out,FALSE,FALSE,SHA: &=laughs .
out,FALSE,FALSE,CHI: what ?
