in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,CHR: now I'm going to make something .
in,FALSE,FALSE,CHI: oh I'm going to make something with them !
in,FALSE,FALSE,CHI: what is that ?
in,FALSE,FALSE,CHR: Construx .
out,FALSE,FALSE,CHR: 0 [=! hums] .
out,FALSE,FALSE,CHI: fireman .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,CHR: xxx .
out,FALSE,FALSE,CHR: shovel !
out,FALSE,FALSE,CHI: <a wheelbarrow> [>] .
out,FALSE,FALSE,CHR: xxx [<] .
out,FALSE,FALSE,CHR: a wheelbarrow_ow_ow@wp +...
out,FALSE,FALSE,CHI: zoom@o .
out,FALSE,FALSE,CHR: 0 [=! hums] .
out,FALSE,FALSE,CHI: what are these things ?
out,FALSE,FALSE,CHI: this thing must go like this .
out,FALSE,FALSE,CHI: (.) there (.) now (.) whoops !
out,FALSE,FALSE,CHI: this goes +...
out,FALSE,FALSE,CHI: this (.) and this goes with this .
out,FALSE,FALSE,CHI: there .
out,FALSE,FALSE,CHI: now .
out,FALSE,FALSE,CHI: whoops !
in,FALSE,FALSE,CHI: the thing broke off .
out,FALSE,FALSE,CHI: put it back on .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,CHI: whoops .
out,FALSE,FALSE,CHR: &=laughs .
in,FALSE,FALSE,CHI: the thing fell apart .
out,FALSE,FALSE,CHR: &=laughs .
in,FALSE,FALSE,CHR: now I'm gonna use the mixer .
in,FALSE,FALSE,CHI: what mixter [: mixer] ?
in,FALSE,FALSE,CHR: this mixer .
out,FALSE,FALSE,CHI: huh .
in,FALSE,FALSE,CHI: it's not a mixer .
in,FALSE,FALSE,CHI: the man fell out .
out,FALSE,FALSE,CHR: &=laughs .
in,FALSE,FALSE,CHR: &-uh oh this place is under constructionnn@wp .
out,FALSE,FALSE,CHI: I useta have one of these [= toy truck] .
out,FALSE,FALSE,CHR: mm .
out,FALSE,FALSE,CHI: it's gone now .
out,FALSE,FALSE,CHR: good .
out,FALSE,FALSE,CHI: there we go .
out,FALSE,FALSE,CHR: there we go .
out,FALSE,FALSE,CHI: wonder why everything fell apart here .
out,FALSE,FALSE,CHR: &=laughs .
out,FALSE,FALSE,CHI: everything fell apart .
out,FALSE,FALSE,CHI: what's so funny about that ?
out,FALSE,FALSE,CHR: &=laughs .
out,FALSE,FALSE,CHI: oops (.) yup (.) oops that's (wh)oopsies .
out,FALSE,FALSE,CHR: oo !
out,FALSE,FALSE,CHR: the shovel almost fell out .
out,FALSE,FALSE,CHI: sh@o .
out,FALSE,FALSE,CHR: boom@o .
out,FALSE,FALSE,CHI: sh@o .
out,FALSE,FALSE,CHI: there we go .
out,FALSE,FALSE,CHI: one's there (.) and one's there .
in,FALSE,FALSE,CHI: <there we go now we put the> [>] wheelbarrow in .
out,FALSE,FALSE,CHR: xxx [<] .
in,FALSE,FALSE,CHI: put the pylons in (.) we're all set (.) plow the roads .
in,FALSE,FALSE,CHR: hey he lost his hat !
in,FALSE,FALSE,CHI: who lost their hat ?
out,FALSE,FALSE,CHR: hm: .
out,FALSE,FALSE,CHI: rrrr@o (.) zoom@o .
in,FALSE,FALSE,CHR: hm: their hats can take off .
out,FALSE,FALSE,CHI: xxx .
in,FALSE,FALSE,CHR: I think their hair can take off .
out,FALSE,FALSE,CHI: no <can't go no farther> [>] .
out,FALSE,FALSE,CHR: <their hats can't take off> [<] .
out,FALSE,FALSE,CHI: now go this way .
out,FALSE,FALSE,CHI: sh@o .
out,FALSE,FALSE,CHR: funny !
out,FALSE,FALSE,CHI: I'm gonna put this away now .
out,FALSE,FALSE,CHR: I thought this is a couch .
out,FALSE,FALSE,CHI: couch ?
out,FALSE,FALSE,CHI: it's a (.) I forget what it's called &-um +...
out,FALSE,FALSE,CHR: it's a holder .
out,FALSE,FALSE,CHR: 0 [=! hums] .
in,FALSE,TRUE,CHR: now I'm gonna (.) start making my face again .
in,TRUE,FALSE,CHI: I'm gonna start making my face again .
out,FALSE,FALSE,CHR: do_do_do_do@o .
in,FALSE,TRUE,CHI: I'm making a castle (.) no I'm making a [/] a man's house .
out,FALSE,FALSE,CHR: oo !
in,TRUE,FALSE,CHR: look what happened to his face !
in,FALSE,FALSE,CHR: looks like Dracula now !
out,FALSE,FALSE,CHI: are those stairs ?
out,FALSE,FALSE,CHR: he stares .
in,FALSE,TRUE,CHI: I'm making mine a castle .
out,FALSE,FALSE,CHR: good ?
in,TRUE,FALSE,"CHR: +"" I came to suck your blood !"
out,FALSE,FALSE,CHI: how did you make that ?
out,FALSE,FALSE,CHR: &-uh: .
out,FALSE,FALSE,CHI: <with this> [>] ?
out,FALSE,FALSE,CHR: with [<] this !
out,FALSE,FALSE,CHI: oh .
out,FALSE,FALSE,CHR: &=laughs .
out,FALSE,FALSE,CHI: I wanna make one .
out,FALSE,FALSE,CHI: xxx he's neat .
out,FALSE,FALSE,CHR: he's funny .
in,FALSE,TRUE,CHI: xxx I made mine way down there .
out,FALSE,FALSE,CHR: &=laughs .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,CHR: &=laughs .
in,TRUE,FALSE,CHI: I made a big trap for a [/] a man (.) it's the man what tries (.) to get him .
out,FALSE,FALSE,CHR: 0 [=! hums] .
in,FALSE,TRUE,CHI: make him some eyes now .
out,FALSE,FALSE,CHR: 0 [=! murmurs] .
in,TRUE,FALSE,CHI: there (.) a head .
in,FALSE,TRUE,CHR: whoops I forgot his hair !
out,FALSE,FALSE,CHI: I forgot his hair too .
out,FALSE,FALSE,CHR: &=laughs .
out,FALSE,FALSE,CHI: I know how I'm going to make my hair .
out,FALSE,FALSE,CHR: look it .
out,FALSE,FALSE,CHR: I was going to use that .
out,FALSE,FALSE,CHR: oh well +...
out,FALSE,FALSE,CHR: I'm going to comb his hair (.) xxx .
out,FALSE,FALSE,CHR: whoops !
in,TRUE,FALSE,CHR: I forgot (.) Dracula doesn't have any hair .
out,FALSE,FALSE,CHR: oops !
out,FALSE,FALSE,CHR: I better erase that .
out,FALSE,FALSE,CHR: where's the eraser ?
out,FALSE,FALSE,CHR: &=laughs .
out,FALSE,FALSE,CHR: hey .
out,FALSE,FALSE,CHI: erase what ?
out,FALSE,FALSE,CHI: the hair ?
out,FALSE,FALSE,CHR: yeah .
out,FALSE,FALSE,CHR: here .
out,FALSE,FALSE,CHR: here's the eraser .
out,FALSE,FALSE,CHI: I have my hair already .
out,FALSE,FALSE,CHR: this guy doesn't have any hair .
out,FALSE,FALSE,CHR: hey that's his nose !
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHI: this is his nose .
out,FALSE,FALSE,CHR: oh !
out,FALSE,FALSE,CHR: funny face !
out,FALSE,FALSE,CHR: those are his eyes .
out,FALSE,FALSE,CHR: whoops !
out,FALSE,FALSE,CHI: a face <has eyes Chris> [>] .
out,FALSE,FALSE,CHR: <&=laughs> [<] .
out,FALSE,FALSE,CHR: that guy looks funny funny !
out,FALSE,FALSE,CHR: I didn't know Dracula has horns !
out,FALSE,FALSE,CHI: I'm not making +...
out,FALSE,FALSE,CHR: Dracula ?
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,CHR: what are you making ?
in,FALSE,TRUE,CHI: a man .
in,TRUE,FALSE,CHR: oh that doesn't look like a man (.) that looks like Pee Wee Herman .
in,FALSE,FALSE,CHI: I'm going to make <Pee Wee> [/] Pee (.) Wee +/.
out,FALSE,FALSE,CHR: &=laughs .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,CHR: 0 [=! hums] .
out,FALSE,FALSE,CHR: I hear my song .
out,FALSE,FALSE,CHR: guh@o (.) now his nose is squished down there [!!] .
out,FALSE,FALSE,CHR: now his nose is squished down there [!!] .
out,FALSE,FALSE,CHR: now his nose is squished down there [!!] no (.) there [!!] .
out,FALSE,FALSE,CHI: 0 [=! hums] .
out,FALSE,FALSE,CHR: no (.) there !
out,FALSE,FALSE,CHR: that is +...
out,FALSE,FALSE,CHI: the nose right there .
out,FALSE,FALSE,CHR: this [= object unclear] is a fireball fffook@o &~a:h kkhh@o .
out,FALSE,FALSE,CHR: &-um now I'm going to make a castle .
out,FALSE,FALSE,CHR: boom boom (.) kss@o .
out,FALSE,FALSE,CHR: whoops !
out,FALSE,FALSE,CHR: now I'm going to make a firetruck I think (.) rrrr@o (.) actually airplane .
out,FALSE,FALSE,CHI: I'm going to make an airplane .
out,FALSE,FALSE,CHR: how do you do that ?
out,FALSE,FALSE,CHR: with a construction book ?
out,FALSE,FALSE,CHI: there .
out,FALSE,FALSE,CHI: like my [/] my head ?
out,FALSE,FALSE,CHR: ah funny head !
out,FALSE,FALSE,CHR: make an airplane .
out,FALSE,FALSE,CHI: how do you think it looks on me ?
out,FALSE,FALSE,CHR: &=laughs .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,CHR: funny: !
out,FALSE,FALSE,CHI: I'm gonna make an airplane .
out,FALSE,FALSE,CHR: how do you do it ?
out,FALSE,FALSE,CHI: cinchie !
out,FALSE,FALSE,CHR: I know (.) you're following me .
out,FALSE,FALSE,CHR: rrrr@o .
out,FALSE,FALSE,CHI: (o)kay .
out,FALSE,FALSE,CHR: you're copying .
out,FALSE,FALSE,CHR: stop it !
out,FALSE,FALSE,CHI: bonjour@s:fra .
out,FALSE,FALSE,CHR: bonjour@s:fra .
out,FALSE,FALSE,CHR: comment@s:fra t(u)@s:fra appelles@s:fra tu@s:fra ?
out,FALSE,FALSE,CHR: toi@s:fra .
out,FALSE,FALSE,CHR: 0 [=! hums] .
out,FALSE,FALSE,CHI: there's my airplane .
out,FALSE,FALSE,CHR: &-uh funny air +/.
out,FALSE,FALSE,CHI: oh <I forgot> [/] I forgot my seat .
in,FALSE,TRUE,CHR: I'm going to use one of the men .
in,TRUE,FALSE,CHI: I've gotta put my seat in here .
out,FALSE,FALSE,CHR: oh !
in,FALSE,FALSE,CHR: you forgot your seat (.) funny (.) got a seat for the man .
out,FALSE,FALSE,CHR: whoops !
out,FALSE,FALSE,CHI: I need a head .
out,FALSE,FALSE,CHR: oo .
out,FALSE,FALSE,CHI: I need a man .
out,FALSE,FALSE,CHR: not a head .
out,FALSE,FALSE,CHR: I need a head .
out,FALSE,FALSE,CHI: there .
out,FALSE,FALSE,CHI: now you needta make a steering wheel .
out,FALSE,FALSE,CHR: you needed a (.) head ?
