in/out/ambiguous,start,end,Transcript
out,FALSE,FALSE,CHI: what are you making ?
out,FALSE,FALSE,MEG: I don't know just something to eat .
out,FALSE,FALSE,MEG: &=laughs .
in,TRUE,FALSE,CHI: some cookies .
in,FALSE,FALSE,MEG: I might make a cake .
in,FALSE,FALSE,CHI: I think I'm gonna make some cookies .
out,FALSE,FALSE,CHI: what ?
in,FALSE,TRUE,MEG: this is kind of greasy isn't it ?
in,TRUE,FALSE,CHI: yup .
in,FALSE,TRUE,CHI: will you make some cookies now ?
out,FALSE,FALSE,MEG: xxx .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,CHI: look it Megan .
out,FALSE,FALSE,CHI: nnip@o .
out,FALSE,FALSE,MEG: &=laughs .
in,TRUE,FALSE,CHI: aren't you gonna make a cake and then you can use this and you can print designs .
in,FALSE,FALSE,MEG: no .
in,FALSE,FALSE,MEG: I'm making designs on my cookie .
in,FALSE,FALSE,CHI: well so am I .
out,FALSE,FALSE,CHI: oh .
out,FALSE,FALSE,CHI: push (.) push .
out,FALSE,FALSE,MEG: some cookie cutters .
out,FALSE,FALSE,CHI: yup .
in,FALSE,FALSE,MEG: is that a cookie cutter ?
out,FALSE,FALSE,CHI: yup .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MEG: what does it look like ?
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,CHI: it's xxx .
out,FALSE,FALSE,CHI: xxx .
out,FALSE,FALSE,MEG: well this +...
in,FALSE,FALSE,CHI: that xxx is the same as mine .
in,FALSE,FALSE,MEG: this looks better .
out,FALSE,FALSE,MEG: icing .
out,FALSE,FALSE,CHI: icing .
in,FALSE,TRUE,MEG: yeah that is what that [= plunger] is used for .
in,TRUE,FALSE,MEG: I get that one .
in,FALSE,FALSE,MEG: look how (.) it comes out as .
in,FALSE,TRUE,CHI: neat .
in,TRUE,FALSE,CHI: mine comes out as this .
in,FALSE,FALSE,CHI: let's see what it looks like at the bottom .
out,FALSE,FALSE,MEG: oh .
in,FALSE,TRUE,CHI: I haven't got all my stuff in yet .
in,TRUE,FALSE,MEG: oh (.) look at this .
in,FALSE,FALSE,MEG: look at that .
out,FALSE,FALSE,CHI: oh neat !
out,FALSE,FALSE,MEG: oh !
in,FALSE,TRUE,CHI: look .
in,TRUE,FALSE,CHI: I wonder if there's somebody behind there .
out,FALSE,FALSE,MEG: pardon ?
out,FALSE,FALSE,CHI: xxx [>] xxx .
in,FALSE,TRUE,MEG: yeah [<] .
in,TRUE,FALSE,MEG: I think they saw you .
out,FALSE,FALSE,CHI: &=laughs .
in,FALSE,TRUE,CHI: I saw a head .
in,TRUE,FALSE,MEG: yeah .
out,FALSE,FALSE,CHI: oh neat !
in,FALSE,FALSE,MEG: look at that [= length of play+dough] .
in,FALSE,FALSE,MEG: I'm even gonna make it longer .
out,FALSE,FALSE,CHI: holy smokes Meagan .
out,FALSE,FALSE,MEG: xxx Carrie .
out,FALSE,FALSE,CHI: xxx [>] .
out,FALSE,FALSE,MEG: <oh oh> [<] .
in,FALSE,FALSE,MEG: it broke .
in,FALSE,FALSE,MEG: gonna hafta take in all back and put it back in .
in,FALSE,TRUE,MEG: hey now I want it xxx .
in,TRUE,FALSE,CHI: hey sticking mine all in .
out,FALSE,FALSE,MEG: so <can I> [>] .
out,FALSE,FALSE,CHI: xxx [<] .
out,FALSE,FALSE,MEG: whoa .
out,FALSE,FALSE,CHI: yecch [: yuck] !
out,FALSE,FALSE,CHI: what are you trying to do with that icky stuff ?
in,FALSE,TRUE,CHI: oh my God look at mine .
out,FALSE,FALSE,MEG: &=laughs .
out,FALSE,FALSE,CHI: &=laughs .
in,TRUE,FALSE,MEG: look at mine .
out,FALSE,FALSE,CHI: oh my God .
out,FALSE,FALSE,CHI: (.) my God .
in,FALSE,FALSE,MEG: look at that .
in,FALSE,FALSE,CHI: oh neat .
in,FALSE,TRUE,CHI: I could xxx in too because I hafta get all this in .
in,TRUE,FALSE,MEG: did you see the picture ?
in,FALSE,TRUE,CHI: I know .
in,TRUE,FALSE,CHI: after this (.) I wonder what we can do .
in,FALSE,FALSE,CHI: I'm going to play with those xxx .
out,FALSE,FALSE,CHI: not yet (.) not yet .
in,FALSE,TRUE,MEG: so am I .
out,FALSE,FALSE,CHI: hush ?
out,FALSE,FALSE,MEG: so am I .
in,TRUE,FALSE,MEG: that's where I was just going to go to (.) after this .
in,FALSE,FALSE,CHI: oh my gosh Megan (.) look it .
out,FALSE,FALSE,MEG: &=laughs .
out,FALSE,FALSE,CHI: &=laughs .
in,FALSE,TRUE,CHI: here take this +/.
in,TRUE,FALSE,MEG: that puppet show was good wasn't it ?
in,FALSE,TRUE,CHI: I know .
out,FALSE,FALSE,CHI: whoa .
in,TRUE,FALSE,MEG: who [//] which one did you like best [//] Mortioner ?
in,FALSE,TRUE,MEG: I liked Mortioner .
in,TRUE,FALSE,CHI: so did I .
in,FALSE,TRUE,MEG: she was good .
in,TRUE,FALSE,MEG: Gillian was good .
in,FALSE,TRUE,MEG: did you see those big sun glasses she had on her table ?
in,TRUE,FALSE,CHI: I know .
out,FALSE,FALSE,CHI: xxx [>] .
out,FALSE,FALSE,MEG: big [<] &-eh ?
out,FALSE,FALSE,CHI: yeah .
out,FALSE,FALSE,CHI: oh my God .
in,FALSE,TRUE,CHI: look at mine .
in,TRUE,FALSE,CHI: mine's broke .
out,FALSE,FALSE,CHI: xxx yours .
out,FALSE,FALSE,MEG: yeah .
in,FALSE,FALSE,MEG: mine broke .
in,FALSE,FALSE,CHI: yours broke twice .
out,FALSE,FALSE,MEG: ah no !
out,FALSE,FALSE,CHI: whoa !
out,FALSE,FALSE,CHI: whoa !
out,FALSE,FALSE,MEG: sticky stuff &-uh ?
out,FALSE,FALSE,CHI: whoa !
out,FALSE,FALSE,CHI: whoa !
out,FALSE,FALSE,MEG: &=laughs .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MEG: oh no !
in,FALSE,FALSE,MEG: don't tell me it's going to break again .
out,FALSE,FALSE,CHI: whoop (.) ah !
in,FALSE,TRUE,"MEG: when my sister hears that I was playing with playdough today she (.) will go +""/."
in,TRUE,FALSE,"MEG: +"" Megan why couldn't I come to school today either ?"
out,FALSE,FALSE,CHI: heh !
out,FALSE,FALSE,MEG: oo (.) ho !
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,MEG: oo .
in,FALSE,TRUE,MEG: I've gotta push it with my finger .
out,FALSE,FALSE,MEG: holy look at that !
out,FALSE,FALSE,CHI: oh neat !
out,FALSE,FALSE,MEG: &=laughs .
out,FALSE,FALSE,CHI: a Fruit Rollup [=! laughs] !
out,FALSE,FALSE,MEG: &=laughs .
in,TRUE,FALSE,CHI: I got a Fruit Rollup .
out,FALSE,FALSE,MEG: no Carrie .
out,FALSE,FALSE,MEG: <I just put> [>] .
out,FALSE,FALSE,CHI: <xxx Fruit Rollup> [<] .
in,FALSE,FALSE,CHI: <ya let's stuck some> [<] in here and then stick <my finger> [//] your finger and then you'll get some on your finger .
out,FALSE,FALSE,MEG: look at that .
in,FALSE,TRUE,CHI: can I trade you ?
in,TRUE,FALSE,MEG: no (.) no way .
in,FALSE,FALSE,CHI: why ?
out,FALSE,FALSE,MEG: when !
in,FALSE,TRUE,CHI: can I try that one ?
out,FALSE,FALSE,MEG: wait .
in,TRUE,FALSE,MEG: I've gotta get all the playdough out .
in,FALSE,FALSE,MEG: <I don't> [/] I don't mix the colors .
out,FALSE,FALSE,CHI: I know .
in,FALSE,TRUE,CHI: I used your xxx .
in,TRUE,FALSE,MEG: yeah .
in,FALSE,TRUE,MEG: is this [/] this one mine ?
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,MEG: oh .
in,TRUE,FALSE,MEG: want some ?
in,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,MEG: neat (.) neat <cutter &-eh> [>] ?
out,FALSE,FALSE,CHI: xxx [<] .
out,FALSE,FALSE,CHI: yup .
in,FALSE,TRUE,CHI: I like these cutters .
out,FALSE,FALSE,MEG: look at that .
out,FALSE,FALSE,CHI: oh neat !
out,FALSE,FALSE,MEG: &=laughs .
in,TRUE,FALSE,CHI: xxx wanna pretend we're making different dough ?
in,FALSE,FALSE,CHI: we're making dough cookies (.) cookies .
out,FALSE,FALSE,MEG: okay .
in,FALSE,FALSE,CHI: I'm making cookies too .
in,FALSE,FALSE,CHI: so we'll just keep that in .
out,FALSE,FALSE,MEG: hey !
out,FALSE,FALSE,CHI: what ?
in,FALSE,FALSE,MEG: I need this [= play+dough mold] .
in,FALSE,FALSE,CHI: I'm making Fruit Rollups too .
in,FALSE,FALSE,CHI: are you ?
in,FALSE,FALSE,MEG: here I'll put one (.) of these on there for you .
out,FALSE,FALSE,MEG: Kay .
out,FALSE,FALSE,MEG: there ya go .
out,FALSE,FALSE,MEG: oops !
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,CHI: oh will you take +...
out,FALSE,FALSE,MEG: whoops !
out,FALSE,FALSE,CHI: oh my God !
in,FALSE,FALSE,MEG: where is it ?
in,FALSE,FALSE,MEG: oh here it is .
out,FALSE,FALSE,CHI: whoo Megan (.) Megan !
in,FALSE,FALSE,CHI: look at my hand .
out,FALSE,FALSE,CHI: o:w !
