in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,CHI: wanna make something out_of plasticene .
out,FALSE,FALSE,JER: O .
out,FALSE,FALSE,CHI: xxx there we go .
in,FALSE,TRUE,CHI: I'm gonna make some cookies .
out,FALSE,FALSE,CHI: yummy .
out,FALSE,FALSE,CHI: there we go .
out,FALSE,FALSE,CHI: there we go .
out,FALSE,FALSE,CHI: like that +...
out,FALSE,FALSE,CHI: I don't think they're gonna taste very good .
out,FALSE,FALSE,JER: &=laughs .
out,FALSE,FALSE,CHI: yummy .
in,TRUE,FALSE,CHI: I needta make an oven .
out,FALSE,FALSE,JER: how .
out,FALSE,FALSE,CHI: I don't know .
out,FALSE,FALSE,CHI: there we go .
out,FALSE,FALSE,CHI: like (.) that .
out,FALSE,FALSE,CHI: and that .
in,FALSE,TRUE,JER: I made a cookie .
out,FALSE,FALSE,CHI: &=laughs .
out,FALSE,FALSE,JER: &=laughs .
in,TRUE,FALSE,CHI: okay (.) now I need an oven .
out,FALSE,FALSE,CHI: xxx .
in,FALSE,TRUE,CHI: now (.) put that one on .
in,TRUE,FALSE,CHI: we need one of those .
in,FALSE,TRUE,CHI: what are you making (.) cookies .
out,FALSE,FALSE,JER: yup .
out,FALSE,FALSE,CHI: yummy yummy .
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,CHI: part of the oven .
in,TRUE,FALSE,JER: what kind of cookies are you making .
out,FALSE,FALSE,CHI: hm: (.) think chocolate chip .
in,FALSE,FALSE,CHI: I love chocolate chip cookies .
in,FALSE,TRUE,JER: I'm making Oreos .
out,FALSE,FALSE,CHI: mm .
out,FALSE,FALSE,CHI: chocolate covered .
out,FALSE,FALSE,JER: some of those and some of the others .
out,FALSE,FALSE,CHI: mm .
in,TRUE,FALSE,JER: think there's a knife here .
out,FALSE,FALSE,CHI: mm yeah .
out,FALSE,FALSE,JER: &=laughs .
out,FALSE,FALSE,CHI: there we go .
in,FALSE,TRUE,CHI: needs to be a bit tighter .
out,FALSE,FALSE,CHI: where did my xxx go .
out,FALSE,FALSE,CHI: okay .
out,FALSE,FALSE,CHI: now (.) there we go .
